trial,rt,response,world,img1_1,img1_2,img2_1,img2_2,recording1_1,recording1_2,recording2_1,recording2_2,sim_x_result1,sim_x_result2,filler,color0_probe_img1,color1_probe_img0,color1_probe_img1,color0_probe_img0,probe_obj,probe_obj_idx,probe_shift_id,worldtype,teleporter_entry_color_idx,teleporter_entry_color,pid,answer,img,counterbalance_id,correct_conf,correct
8,8648,63,0025,assets/targets/0025/img1_1.png,assets/targets/0025/img1_2.png,assets/targets/0025/img2_1.png,assets/targets/0025/img2_2.png,assets/targets/0025/recording1_1.mp4,assets/targets/0025/recording1_2.mp4,assets/targets/0025/recording2_1.mp4,assets/targets/0025/recording2_2.mp4,275.75178627094397,548.0849702817209,False,assets/targets/0025/outlinestim_world1_probe2_2_1.png,assets/targets/0025/outlinestim_world2_probe2_2_0.png,assets/targets/0025/outlinestim_world2_probe2_2_1.png,assets/targets/0025/outlinestim_world1_probe2_2_0.png,noteleport_consistent,2,2,1,0,brown,5d23460ad4c57900192b129c,0,assets/targets/0025/outlinestim_world1_probe2_2_1.png,1,37,False
0,19174,73,0045,assets/targets/0045/img1_1.png,assets/targets/0045/img1_2.png,assets/targets/0045/img2_1.png,assets/targets/0045/img2_2.png,assets/targets/0045/recording1_1.mp4,assets/targets/0045/recording1_2.mp4,assets/targets/0045/recording2_1.mp4,assets/targets/0045/recording2_2.mp4,436.6559051772762,257.95950551802974,False,assets/targets/0045/outlinestim_world1_probe1_2_1.png,assets/targets/0045/outlinestim_world2_probe1_2_0.png,assets/targets/0045/outlinestim_world2_probe1_2_1.png,assets/targets/0045/outlinestim_world1_probe1_2_0.png,teleport_consistent,1,2,2,1,blue,66cd392e838ef435024cc78e,0,assets/targets/0045/outlinestim_world1_probe1_2_1.png,1,27,False
1,9475,50,0072,assets/targets/0072/img1_1.png,assets/targets/0072/img1_2.png,assets/targets/0072/img2_1.png,assets/targets/0072/img2_2.png,assets/targets/0072/recording1_1.mp4,assets/targets/0072/recording1_2.mp4,assets/targets/0072/recording2_1.mp4,assets/targets/0072/recording2_2.mp4,263.49876924364594,480.2927000755407,False,assets/targets/0072/outlinestim_world1_probe2_1_1.png,assets/targets/0072/outlinestim_world2_probe2_1_0.png,assets/targets/0072/outlinestim_world2_probe2_1_1.png,assets/targets/0072/outlinestim_world1_probe2_1_0.png,noteleport_consistent,2,1,2,1,blue,66cd392e838ef435024cc78e,1,assets/targets/0072/outlinestim_world1_probe2_1_0.png,0,50,True
2,6634,18,0025,assets/targets/0025/img1_1.png,assets/targets/0025/img1_2.png,assets/targets/0025/img2_1.png,assets/targets/0025/img2_2.png,assets/targets/0025/recording1_1.mp4,assets/targets/0025/recording1_2.mp4,assets/targets/0025/recording2_1.mp4,assets/targets/0025/recording2_2.mp4,275.75178627094397,548.0849702817209,False,assets/targets/0025/outlinestim_world1_probe1_2_1.png,assets/targets/0025/outlinestim_world2_probe1_2_0.png,assets/targets/0025/outlinestim_world2_probe1_2_1.png,assets/targets/0025/outlinestim_world1_probe1_2_0.png,teleport_consistent,1,2,2,1,blue,66cd392e838ef435024cc78e,1,assets/targets/0025/outlinestim_world1_probe1_2_0.png,0,18,False
3,14466,25,0042,assets/targets/0042/img1_1.png,assets/targets/0042/img1_2.png,assets/targets/0042/img2_1.png,assets/targets/0042/img2_2.png,assets/targets/0042/recording1_1.mp4,assets/targets/0042/recording1_2.mp4,assets/targets/0042/recording2_1.mp4,assets/targets/0042/recording2_2.mp4,302.7180979554031,305.896846954325,False,assets/targets/0042/outlinestim_world1_probe1_1_1.png,assets/targets/0042/outlinestim_world2_probe1_1_0.png,assets/targets/0042/outlinestim_world2_probe1_1_1.png,assets/targets/0042/outlinestim_world1_probe1_1_0.png,teleport_consistent,1,1,2,1,blue,66cd392e838ef435024cc78e,1,assets/targets/0042/outlinestim_world1_probe1_1_0.png,0,25,False
4,6301,22,0091,assets/targets/0091/img1_1.png,assets/targets/0091/img1_2.png,assets/targets/0091/img2_1.png,assets/targets/0091/img2_2.png,assets/targets/0091/recording1_1.mp4,assets/targets/0091/recording1_2.mp4,assets/targets/0091/recording2_1.mp4,assets/targets/0091/recording2_2.mp4,360.26329222466995,232.43135081432789,False,assets/targets/0091/outlinestim_world1_probe2_2_1.png,assets/targets/0091/outlinestim_world2_probe2_2_0.png,assets/targets/0091/outlinestim_world2_probe2_2_1.png,assets/targets/0091/outlinestim_world1_probe2_2_0.png,noteleport_consistent,2,2,1,1,blue,66cd392e838ef435024cc78e,0,assets/targets/0091/outlinestim_world2_probe2_2_1.png,1,78,True
5,8398,79,0024,assets/targets/0024/img1_1.png,assets/targets/0024/img1_2.png,assets/targets/0024/img2_1.png,assets/targets/0024/img2_2.png,assets/targets/0024/recording1_1.mp4,assets/targets/0024/recording1_2.mp4,assets/targets/0024/recording2_1.mp4,assets/targets/0024/recording2_2.mp4,392.50547349657757,36.17405762242421,False,assets/targets/0024/outlinestim_world1_probe2_2_1.png,assets/targets/0024/outlinestim_world2_probe2_2_0.png,assets/targets/0024/outlinestim_world2_probe2_2_1.png,assets/targets/0024/outlinestim_world1_probe2_2_0.png,noteleport_consistent,2,2,2,1,blue,66cd392e838ef435024cc78e,1,assets/targets/0024/outlinestim_world1_probe2_2_0.png,0,79,True
6,6141,16,0064,assets/targets/0064/img1_1.png,assets/targets/0064/img1_2.png,assets/targets/0064/img2_1.png,assets/targets/0064/img2_2.png,assets/targets/0064/recording1_1.mp4,assets/targets/0064/recording1_2.mp4,assets/targets/0064/recording2_1.mp4,assets/targets/0064/recording2_2.mp4,572.435126403118,233.99006146723664,False,assets/targets/0064/outlinestim_world1_probe1_2_1.png,assets/targets/0064/outlinestim_world2_probe1_2_0.png,assets/targets/0064/outlinestim_world2_probe1_2_1.png,assets/targets/0064/outlinestim_world1_probe1_2_0.png,teleport_consistent,1,2,2,1,blue,66cd392e838ef435024cc78e,1,assets/targets/0064/outlinestim_world1_probe1_2_0.png,0,16,False
7,10508,19,0052,assets/targets/0052/img1_1.png,assets/targets/0052/img1_2.png,assets/targets/0052/img2_1.png,assets/targets/0052/img2_2.png,assets/targets/0052/recording1_1.mp4,assets/targets/0052/recording1_2.mp4,assets/targets/0052/recording2_1.mp4,assets/targets/0052/recording2_2.mp4,570.2567171334038,231.9134273051645,False,assets/targets/0052/outlinestim_world1_probe2_2_1.png,assets/targets/0052/outlinestim_world2_probe2_2_0.png,assets/targets/0052/outlinestim_world2_probe2_2_1.png,assets/targets/0052/outlinestim_world1_probe2_2_0.png,noteleport_consistent,2,2,2,1,blue,66cd392e838ef435024cc78e,1,assets/targets/0052/outlinestim_world1_probe2_2_0.png,0,19,False
8,10343,74,0069,assets/targets/0069/img1_1.png,assets/targets/0069/img1_2.png,assets/targets/0069/img2_1.png,assets/targets/0069/img2_2.png,assets/targets/0069/recording1_1.mp4,assets/targets/0069/recording1_2.mp4,assets/targets/0069/recording2_1.mp4,assets/targets/0069/recording2_2.mp4,45.99293272938177,282.53465008228795,False,assets/targets/0069/outlinestim_world1_probe0_1_1.png,assets/targets/0069/outlinestim_world2_probe0_1_0.png,assets/targets/0069/outlinestim_world2_probe0_1_1.png,assets/targets/0069/outlinestim_world1_probe0_1_0.png,nocol,0,1,2,1,blue,66cd392e838ef435024cc78e,1,assets/targets/0069/outlinestim_world1_probe0_1_0.png,0,74,True
0,17779,0,0045,assets/targets/0045/img1_1.png,assets/targets/0045/img1_2.png,assets/targets/0045/img2_1.png,assets/targets/0045/img2_2.png,assets/targets/0045/recording1_1.mp4,assets/targets/0045/recording1_2.mp4,assets/targets/0045/recording2_1.mp4,assets/targets/0045/recording2_2.mp4,436.6559051772762,257.95950551802974,False,assets/targets/0045/outlinestim_world1_probe1_2_1.png,assets/targets/0045/outlinestim_world2_probe1_2_0.png,assets/targets/0045/outlinestim_world2_probe1_2_1.png,assets/targets/0045/outlinestim_world1_probe1_2_0.png,teleport_consistent,1,2,1,0,brown,5b0b77a9d282ff00015b7531,0,assets/targets/0045/outlinestim_world1_probe1_2_1.png,1,100,True
1,50947,49,0064,assets/targets/0064/img1_1.png,assets/targets/0064/img1_2.png,assets/targets/0064/img2_1.png,assets/targets/0064/img2_2.png,assets/targets/0064/recording1_1.mp4,assets/targets/0064/recording1_2.mp4,assets/targets/0064/recording2_1.mp4,assets/targets/0064/recording2_2.mp4,572.435126403118,233.99006146723664,False,assets/targets/0064/outlinestim_world1_probe1_1_1.png,assets/targets/0064/outlinestim_world2_probe1_1_0.png,assets/targets/0064/outlinestim_world2_probe1_1_1.png,assets/targets/0064/outlinestim_world1_probe1_1_0.png,teleport_consistent,1,1,2,0,brown,5b0b77a9d282ff00015b7531,1,assets/targets/0064/outlinestim_world2_probe1_1_0.png,0,49,False
2,41031,49,0069,assets/targets/0069/img1_1.png,assets/targets/0069/img1_2.png,assets/targets/0069/img2_1.png,assets/targets/0069/img2_2.png,assets/targets/0069/recording1_1.mp4,assets/targets/0069/recording1_2.mp4,assets/targets/0069/recording2_1.mp4,assets/targets/0069/recording2_2.mp4,45.99293272938177,282.53465008228795,False,assets/targets/0069/outlinestim_world1_probe1_1_1.png,assets/targets/0069/outlinestim_world2_probe1_1_0.png,assets/targets/0069/outlinestim_world2_probe1_1_1.png,assets/targets/0069/outlinestim_world1_probe1_1_0.png,teleport_consistent,1,1,2,0,brown,5b0b77a9d282ff00015b7531,0,assets/targets/0069/outlinestim_world2_probe1_1_1.png,1,51,True
3,6644,66,0025,assets/targets/0025/img1_1.png,assets/targets/0025/img1_2.png,assets/targets/0025/img2_1.png,assets/targets/0025/img2_2.png,assets/targets/0025/recording1_1.mp4,assets/targets/0025/recording1_2.mp4,assets/targets/0025/recording2_1.mp4,assets/targets/0025/recording2_2.mp4,275.75178627094397,548.0849702817209,False,assets/targets/0025/outlinestim_world1_probe0_1_1.png,assets/targets/0025/outlinestim_world2_probe0_1_0.png,assets/targets/0025/outlinestim_world2_probe0_1_1.png,assets/targets/0025/outlinestim_world1_probe0_1_0.png,nocol,0,1,1,0,brown,5b0b77a9d282ff00015b7531,0,assets/targets/0025/outlinestim_world1_probe0_1_1.png,1,34,False
4,11283,69,0052,assets/targets/0052/img1_1.png,assets/targets/0052/img1_2.png,assets/targets/0052/img2_1.png,assets/targets/0052/img2_2.png,assets/targets/0052/recording1_1.mp4,assets/targets/0052/recording1_2.mp4,assets/targets/0052/recording2_1.mp4,assets/targets/0052/recording2_2.mp4,570.2567171334038,231.9134273051645,False,assets/targets/0052/outlinestim_world1_probe0_1_1.png,assets/targets/0052/outlinestim_world2_probe0_1_0.png,assets/targets/0052/outlinestim_world2_probe0_1_1.png,assets/targets/0052/outlinestim_world1_probe0_1_0.png,nocol,0,1,1,0,brown,5b0b77a9d282ff00015b7531,0,assets/targets/0052/outlinestim_world1_probe0_1_1.png,1,31,False
5,4209,30,0042,assets/targets/0042/img1_1.png,assets/targets/0042/img1_2.png,assets/targets/0042/img2_1.png,assets/targets/0042/img2_2.png,assets/targets/0042/recording1_1.mp4,assets/targets/0042/recording1_2.mp4,assets/targets/0042/recording2_1.mp4,assets/targets/0042/recording2_2.mp4,302.7180979554031,305.896846954325,False,assets/targets/0042/outlinestim_world1_probe0_2_1.png,assets/targets/0042/outlinestim_world2_probe0_2_0.png,assets/targets/0042/outlinestim_world2_probe0_2_1.png,assets/targets/0042/outlinestim_world1_probe0_2_0.png,nocol,0,2,1,0,brown,5b0b77a9d282ff00015b7531,0,assets/targets/0042/outlinestim_world1_probe0_2_1.png,1,70,True
6,4414,50,0024,assets/targets/0024/img1_1.png,assets/targets/0024/img1_2.png,assets/targets/0024/img2_1.png,assets/targets/0024/img2_2.png,assets/targets/0024/recording1_1.mp4,assets/targets/0024/recording1_2.mp4,assets/targets/0024/recording2_1.mp4,assets/targets/0024/recording2_2.mp4,392.50547349657757,36.17405762242421,False,assets/targets/0024/outlinestim_world1_probe1_1_1.png,assets/targets/0024/outlinestim_world2_probe1_1_0.png,assets/targets/0024/outlinestim_world2_probe1_1_1.png,assets/targets/0024/outlinestim_world1_probe1_1_0.png,teleport_consistent,1,1,2,0,brown,5b0b77a9d282ff00015b7531,0,assets/targets/0024/outlinestim_world2_probe1_1_1.png,1,50,True
7,23188,4,0072,assets/targets/0072/img1_1.png,assets/targets/0072/img1_2.png,assets/targets/0072/img2_1.png,assets/targets/0072/img2_2.png,assets/targets/0072/recording1_1.mp4,assets/targets/0072/recording1_2.mp4,assets/targets/0072/recording2_1.mp4,assets/targets/0072/recording2_2.mp4,263.49876924364594,480.2927000755407,False,assets/targets/0072/outlinestim_world1_probe2_1_1.png,assets/targets/0072/outlinestim_world2_probe2_1_0.png,assets/targets/0072/outlinestim_world2_probe2_1_1.png,assets/targets/0072/outlinestim_world1_probe2_1_0.png,noteleport_consistent,2,1,2,0,brown,5b0b77a9d282ff00015b7531,0,assets/targets/0072/outlinestim_world2_probe2_1_1.png,1,96,True
8,38221,61,0091,assets/targets/0091/img1_1.png,assets/targets/0091/img1_2.png,assets/targets/0091/img2_1.png,assets/targets/0091/img2_2.png,assets/targets/0091/recording1_1.mp4,assets/targets/0091/recording1_2.mp4,assets/targets/0091/recording2_1.mp4,assets/targets/0091/recording2_2.mp4,360.26329222466995,232.43135081432789,False,assets/targets/0091/outlinestim_world1_probe2_1_1.png,assets/targets/0091/outlinestim_world2_probe2_1_0.png,assets/targets/0091/outlinestim_world2_probe2_1_1.png,assets/targets/0091/outlinestim_world1_probe2_1_0.png,noteleport_consistent,2,1,2,0,brown,5b0b77a9d282ff00015b7531,1,assets/targets/0091/outlinestim_world2_probe2_1_0.png,0,61,True
0,42909,50,0072,assets/targets/0072/img1_1.png,assets/targets/0072/img1_2.png,assets/targets/0072/img2_1.png,assets/targets/0072/img2_2.png,assets/targets/0072/recording1_1.mp4,assets/targets/0072/recording1_2.mp4,assets/targets/0072/recording2_1.mp4,assets/targets/0072/recording2_2.mp4,263.49876924364594,480.2927000755407,False,assets/targets/0072/outlinestim_world1_probe0_2_1.png,assets/targets/0072/outlinestim_world2_probe0_2_0.png,assets/targets/0072/outlinestim_world2_probe0_2_1.png,assets/targets/0072/outlinestim_world1_probe0_2_0.png,nocol,0,2,2,0,brown,5fc2a5c0ddfca10169395662,0,assets/targets/0072/outlinestim_world2_probe0_2_1.png,1,50,True
1,26500,83,0091,assets/targets/0091/img1_1.png,assets/targets/0091/img1_2.png,assets/targets/0091/img2_1.png,assets/targets/0091/img2_2.png,assets/targets/0091/recording1_1.mp4,assets/targets/0091/recording1_2.mp4,assets/targets/0091/recording2_1.mp4,assets/targets/0091/recording2_2.mp4,360.26329222466995,232.43135081432789,False,assets/targets/0091/outlinestim_world1_probe1_2_1.png,assets/targets/0091/outlinestim_world2_probe1_2_0.png,assets/targets/0091/outlinestim_world2_probe1_2_1.png,assets/targets/0091/outlinestim_world1_probe1_2_0.png,teleport_consistent,1,2,1,0,brown,5fc2a5c0ddfca10169395662,1,assets/targets/0091/outlinestim_world1_probe1_2_0.png,0,83,True
2,10139,49,0024,assets/targets/0024/img1_1.png,assets/targets/0024/img1_2.png,assets/targets/0024/img2_1.png,assets/targets/0024/img2_2.png,assets/targets/0024/recording1_1.mp4,assets/targets/0024/recording1_2.mp4,assets/targets/0024/recording2_1.mp4,assets/targets/0024/recording2_2.mp4,392.50547349657757,36.17405762242421,False,assets/targets/0024/outlinestim_world1_probe0_2_1.png,assets/targets/0024/outlinestim_world2_probe0_2_0.png,assets/targets/0024/outlinestim_world2_probe0_2_1.png,assets/targets/0024/outlinestim_world1_probe0_2_0.png,nocol,0,2,2,0,brown,5fc2a5c0ddfca10169395662,1,assets/targets/0024/outlinestim_world2_probe0_2_0.png,0,49,False
3,31312,29,0042,assets/targets/0042/img1_1.png,assets/targets/0042/img1_2.png,assets/targets/0042/img2_1.png,assets/targets/0042/img2_2.png,assets/targets/0042/recording1_1.mp4,assets/targets/0042/recording1_2.mp4,assets/targets/0042/recording2_1.mp4,assets/targets/0042/recording2_2.mp4,302.7180979554031,305.896846954325,False,assets/targets/0042/outlinestim_world1_probe0_1_1.png,assets/targets/0042/outlinestim_world2_probe0_1_0.png,assets/targets/0042/outlinestim_world2_probe0_1_1.png,assets/targets/0042/outlinestim_world1_probe0_1_0.png,nocol,0,1,1,0,brown,5fc2a5c0ddfca10169395662,1,assets/targets/0042/outlinestim_world1_probe0_1_0.png,0,29,False
4,5867,50,0064,assets/targets/0064/img1_1.png,assets/targets/0064/img1_2.png,assets/targets/0064/img2_1.png,assets/targets/0064/img2_2.png,assets/targets/0064/recording1_1.mp4,assets/targets/0064/recording1_2.mp4,assets/targets/0064/recording2_1.mp4,assets/targets/0064/recording2_2.mp4,572.435126403118,233.99006146723664,False,assets/targets/0064/outlinestim_world1_probe0_2_1.png,assets/targets/0064/outlinestim_world2_probe0_2_0.png,assets/targets/0064/outlinestim_world2_probe0_2_1.png,assets/targets/0064/outlinestim_world1_probe0_2_0.png,nocol,0,2,2,0,brown,5fc2a5c0ddfca10169395662,0,assets/targets/0064/outlinestim_world2_probe0_2_1.png,1,50,True
5,10158,50,0025,assets/targets/0025/img1_1.png,assets/targets/0025/img1_2.png,assets/targets/0025/img2_1.png,assets/targets/0025/img2_2.png,assets/targets/0025/recording1_1.mp4,assets/targets/0025/recording1_2.mp4,assets/targets/0025/recording2_1.mp4,assets/targets/0025/recording2_2.mp4,275.75178627094397,548.0849702817209,False,assets/targets/0025/outlinestim_world1_probe0_1_1.png,assets/targets/0025/outlinestim_world2_probe0_1_0.png,assets/targets/0025/outlinestim_world2_probe0_1_1.png,assets/targets/0025/outlinestim_world1_probe0_1_0.png,nocol,0,1,1,0,brown,5fc2a5c0ddfca10169395662,1,assets/targets/0025/outlinestim_world1_probe0_1_0.png,0,50,True
6,12388,50,0052,assets/targets/0052/img1_1.png,assets/targets/0052/img1_2.png,assets/targets/0052/img2_1.png,assets/targets/0052/img2_2.png,assets/targets/0052/recording1_1.mp4,assets/targets/0052/recording1_2.mp4,assets/targets/0052/recording2_1.mp4,assets/targets/0052/recording2_2.mp4,570.2567171334038,231.9134273051645,False,assets/targets/0052/outlinestim_world1_probe1_1_1.png,assets/targets/0052/outlinestim_world2_probe1_1_0.png,assets/targets/0052/outlinestim_world2_probe1_1_1.png,assets/targets/0052/outlinestim_world1_probe1_1_0.png,teleport_consistent,1,1,2,0,brown,5fc2a5c0ddfca10169395662,0,assets/targets/0052/outlinestim_world2_probe1_1_1.png,1,50,True
7,11184,51,0045,assets/targets/0045/img1_1.png,assets/targets/0045/img1_2.png,assets/targets/0045/img2_1.png,assets/targets/0045/img2_2.png,assets/targets/0045/recording1_1.mp4,assets/targets/0045/recording1_2.mp4,assets/targets/0045/recording2_1.mp4,assets/targets/0045/recording2_2.mp4,436.6559051772762,257.95950551802974,False,assets/targets/0045/outlinestim_world1_probe2_2_1.png,assets/targets/0045/outlinestim_world2_probe2_2_0.png,assets/targets/0045/outlinestim_world2_probe2_2_1.png,assets/targets/0045/outlinestim_world1_probe2_2_0.png,noteleport_consistent,2,2,1,0,brown,5fc2a5c0ddfca10169395662,0,assets/targets/0045/outlinestim_world1_probe2_2_1.png,1,49,False
8,23943,50,0069,assets/targets/0069/img1_1.png,assets/targets/0069/img1_2.png,assets/targets/0069/img2_1.png,assets/targets/0069/img2_2.png,assets/targets/0069/recording1_1.mp4,assets/targets/0069/recording1_2.mp4,assets/targets/0069/recording2_1.mp4,assets/targets/0069/recording2_2.mp4,45.99293272938177,282.53465008228795,False,assets/targets/0069/outlinestim_world1_probe1_1_1.png,assets/targets/0069/outlinestim_world2_probe1_1_0.png,assets/targets/0069/outlinestim_world2_probe1_1_1.png,assets/targets/0069/outlinestim_world1_probe1_1_0.png,teleport_consistent,1,1,1,0,brown,5fc2a5c0ddfca10169395662,0,assets/targets/0069/outlinestim_world1_probe1_1_1.png,1,50,True
0,22334,16,0091,assets/targets/0091/img1_1.png,assets/targets/0091/img1_2.png,assets/targets/0091/img2_1.png,assets/targets/0091/img2_2.png,assets/targets/0091/recording1_1.mp4,assets/targets/0091/recording1_2.mp4,assets/targets/0091/recording2_1.mp4,assets/targets/0091/recording2_2.mp4,360.26329222466995,232.43135081432789,False,assets/targets/0091/outlinestim_world1_probe1_1_1.png,assets/targets/0091/outlinestim_world2_probe1_1_0.png,assets/targets/0091/outlinestim_world2_probe1_1_1.png,assets/targets/0091/outlinestim_world1_probe1_1_0.png,teleport_consistent,1,1,2,1,blue,558bbd56fdf99b2127e1f359,1,assets/targets/0091/outlinestim_world1_probe1_1_0.png,0,16,False
1,7326,51,0064,assets/targets/0064/img1_1.png,assets/targets/0064/img1_2.png,assets/targets/0064/img2_1.png,assets/targets/0064/img2_2.png,assets/targets/0064/recording1_1.mp4,assets/targets/0064/recording1_2.mp4,assets/targets/0064/recording2_1.mp4,assets/targets/0064/recording2_2.mp4,572.435126403118,233.99006146723664,False,assets/targets/0064/outlinestim_world1_probe2_2_1.png,assets/targets/0064/outlinestim_world2_probe2_2_0.png,assets/targets/0064/outlinestim_world2_probe2_2_1.png,assets/targets/0064/outlinestim_world1_probe2_2_0.png,noteleport_consistent,2,2,2,1,blue,558bbd56fdf99b2127e1f359,1,assets/targets/0064/outlinestim_world1_probe2_2_0.png,0,51,True
2,10862,95,0052,assets/targets/0052/img1_1.png,assets/targets/0052/img1_2.png,assets/targets/0052/img2_1.png,assets/targets/0052/img2_2.png,assets/targets/0052/recording1_1.mp4,assets/targets/0052/recording1_2.mp4,assets/targets/0052/recording2_1.mp4,assets/targets/0052/recording2_2.mp4,570.2567171334038,231.9134273051645,False,assets/targets/0052/outlinestim_world1_probe2_1_1.png,assets/targets/0052/outlinestim_world2_probe2_1_0.png,assets/targets/0052/outlinestim_world2_probe2_1_1.png,assets/targets/0052/outlinestim_world1_probe2_1_0.png,noteleport_consistent,2,1,2,1,blue,558bbd56fdf99b2127e1f359,1,assets/targets/0052/outlinestim_world1_probe2_1_0.png,0,95,True
3,6308,50,0072,assets/targets/0072/img1_1.png,assets/targets/0072/img1_2.png,assets/targets/0072/img2_1.png,assets/targets/0072/img2_2.png,assets/targets/0072/recording1_1.mp4,assets/targets/0072/recording1_2.mp4,assets/targets/0072/recording2_1.mp4,assets/targets/0072/recording2_2.mp4,263.49876924364594,480.2927000755407,False,assets/targets/0072/outlinestim_world1_probe1_2_1.png,assets/targets/0072/outlinestim_world2_probe1_2_0.png,assets/targets/0072/outlinestim_world2_probe1_2_1.png,assets/targets/0072/outlinestim_world1_probe1_2_0.png,teleport_consistent,1,2,1,1,blue,558bbd56fdf99b2127e1f359,1,assets/targets/0072/outlinestim_world2_probe1_2_0.png,0,50,True
4,4978,50,0042,assets/targets/0042/img1_1.png,assets/targets/0042/img1_2.png,assets/targets/0042/img2_1.png,assets/targets/0042/img2_2.png,assets/targets/0042/recording1_1.mp4,assets/targets/0042/recording1_2.mp4,assets/targets/0042/recording2_1.mp4,assets/targets/0042/recording2_2.mp4,302.7180979554031,305.896846954325,False,assets/targets/0042/outlinestim_world1_probe0_1_1.png,assets/targets/0042/outlinestim_world2_probe0_1_0.png,assets/targets/0042/outlinestim_world2_probe0_1_1.png,assets/targets/0042/outlinestim_world1_probe0_1_0.png,nocol,0,1,1,1,blue,558bbd56fdf99b2127e1f359,0,assets/targets/0042/outlinestim_world2_probe0_1_1.png,1,50,True
5,4163,50,0025,assets/targets/0025/img1_1.png,assets/targets/0025/img1_2.png,assets/targets/0025/img2_1.png,assets/targets/0025/img2_2.png,assets/targets/0025/recording1_1.mp4,assets/targets/0025/recording1_2.mp4,assets/targets/0025/recording2_1.mp4,assets/targets/0025/recording2_2.mp4,275.75178627094397,548.0849702817209,False,assets/targets/0025/outlinestim_world1_probe0_2_1.png,assets/targets/0025/outlinestim_world2_probe0_2_0.png,assets/targets/0025/outlinestim_world2_probe0_2_1.png,assets/targets/0025/outlinestim_world1_probe0_2_0.png,nocol,0,2,2,1,blue,558bbd56fdf99b2127e1f359,1,assets/targets/0025/outlinestim_world1_probe0_2_0.png,0,50,True
6,4223,50,0069,assets/targets/0069/img1_1.png,assets/targets/0069/img1_2.png,assets/targets/0069/img2_1.png,assets/targets/0069/img2_2.png,assets/targets/0069/recording1_1.mp4,assets/targets/0069/recording1_2.mp4,assets/targets/0069/recording2_1.mp4,assets/targets/0069/recording2_2.mp4,45.99293272938177,282.53465008228795,False,assets/targets/0069/outlinestim_world1_probe0_2_1.png,assets/targets/0069/outlinestim_world2_probe0_2_0.png,assets/targets/0069/outlinestim_world2_probe0_2_1.png,assets/targets/0069/outlinestim_world1_probe0_2_0.png,nocol,0,2,2,1,blue,558bbd56fdf99b2127e1f359,1,assets/targets/0069/outlinestim_world1_probe0_2_0.png,0,50,True
7,10981,13,0024,assets/targets/0024/img1_1.png,assets/targets/0024/img1_2.png,assets/targets/0024/img2_1.png,assets/targets/0024/img2_2.png,assets/targets/0024/recording1_1.mp4,assets/targets/0024/recording1_2.mp4,assets/targets/0024/recording2_1.mp4,assets/targets/0024/recording2_2.mp4,392.50547349657757,36.17405762242421,False,assets/targets/0024/outlinestim_world1_probe2_2_1.png,assets/targets/0024/outlinestim_world2_probe2_2_0.png,assets/targets/0024/outlinestim_world2_probe2_2_1.png,assets/targets/0024/outlinestim_world1_probe2_2_0.png,noteleport_consistent,2,2,2,1,blue,558bbd56fdf99b2127e1f359,0,assets/targets/0024/outlinestim_world1_probe2_2_1.png,1,87,True
8,10023,81,0045,assets/targets/0045/img1_1.png,assets/targets/0045/img1_2.png,assets/targets/0045/img2_1.png,assets/targets/0045/img2_2.png,assets/targets/0045/recording1_1.mp4,assets/targets/0045/recording1_2.mp4,assets/targets/0045/recording2_1.mp4,assets/targets/0045/recording2_2.mp4,436.6559051772762,257.95950551802974,False,assets/targets/0045/outlinestim_world1_probe1_2_1.png,assets/targets/0045/outlinestim_world2_probe1_2_0.png,assets/targets/0045/outlinestim_world2_probe1_2_1.png,assets/targets/0045/outlinestim_world1_probe1_2_0.png,teleport_consistent,1,2,1,1,blue,558bbd56fdf99b2127e1f359,1,assets/targets/0045/outlinestim_world2_probe1_2_0.png,0,81,True
0,75782,65,0024,assets/targets/0024/img1_1.png,assets/targets/0024/img1_2.png,assets/targets/0024/img2_1.png,assets/targets/0024/img2_2.png,assets/targets/0024/recording1_1.mp4,assets/targets/0024/recording1_2.mp4,assets/targets/0024/recording2_1.mp4,assets/targets/0024/recording2_2.mp4,392.50547349657757,36.17405762242421,False,assets/targets/0024/outlinestim_world1_probe2_2_1.png,assets/targets/0024/outlinestim_world2_probe2_2_0.png,assets/targets/0024/outlinestim_world2_probe2_2_1.png,assets/targets/0024/outlinestim_world1_probe2_2_0.png,noteleport_consistent,2,2,2,0,brown,631745e629b21fca01e626d0,0,assets/targets/0024/outlinestim_world2_probe2_2_1.png,1,35,False
1,32713,31,0069,assets/targets/0069/img1_1.png,assets/targets/0069/img1_2.png,assets/targets/0069/img2_1.png,assets/targets/0069/img2_2.png,assets/targets/0069/recording1_1.mp4,assets/targets/0069/recording1_2.mp4,assets/targets/0069/recording2_1.mp4,assets/targets/0069/recording2_2.mp4,45.99293272938177,282.53465008228795,False,assets/targets/0069/outlinestim_world1_probe2_2_1.png,assets/targets/0069/outlinestim_world2_probe2_2_0.png,assets/targets/0069/outlinestim_world2_probe2_2_1.png,assets/targets/0069/outlinestim_world1_probe2_2_0.png,noteleport_consistent,2,2,1,0,brown,631745e629b21fca01e626d0,0,assets/targets/0069/outlinestim_world1_probe2_2_1.png,1,69,True
