trial,rt,response,img,recording,world,true_goal,filler,base_probe,distractor_probe,true_color,answer,probetype,probe_num,object,worldtype,pid,confidence,correct_conf,correct
8,5574,67,assets/targets/lh_hh_plinko_0001/img.jpg,assets/targets/lh_hh_plinko_0001/recording.mp4,lh_hh_plinko_0001,goal_3,False,assets/targets/lh_hh_plinko_0001/base1blue.jpg,assets/targets/lh_hh_plinko_0001/col1red.jpg,blue,1,col1,0,topbump_0,NA,66639889ea005547089b6cbf,17,67,1
9,7506,9,assets/targets/lh_hh_plinko_0000/img.jpg,assets/targets/lh_hh_plinko_0000/recording.mp4,lh_hh_plinko_0000,goal_0,False,assets/targets/lh_hh_plinko_0000/base1red.jpg,assets/targets/lh_hh_plinko_0000/col1blue.jpg,red,0,col1,0,topbump_3,NA,66639889ea005547089b6cbf,41,91,1
10,6734,33,assets/targets/lh_hh_plinko_0003/img.jpg,assets/targets/lh_hh_plinko_0003/recording.mp4,lh_hh_plinko_0003,goal_4,False,assets/targets/lh_hh_plinko_0003/base1blue.jpg,assets/targets/lh_hh_plinko_0003/col11red.jpg,blue,1,col1,1,topbump_1,NA,66639889ea005547089b6cbf,17,33,0
11,7189,60,assets/targets/hh_hl_unlink_plinko_0246/img.jpg,assets/targets/hh_hl_unlink_plinko_0246/recording.mp4,hh_hl_unlink_plinko_0246,goal_2,False,assets/targets/hh_hl_unlink_plinko_0246/base1red.jpg,assets/targets/hh_hl_unlink_plinko_0246/col11blue.jpg,red,0,col1,1,bump_6,maybe,66639889ea005547089b6cbf,10,40,0
12,8808,34,assets/targets/lh_hh_trNM_plinko_0000/img.jpg,assets/targets/lh_hh_trNM_plinko_0000/recording.mp4,lh_hh_trNM_plinko_0000,goal_0,False,assets/targets/lh_hh_trNM_plinko_0000/base1blue.jpg,assets/targets/lh_hh_trNM_plinko_0000/col1red.jpg,blue,1,col1,0,bottombump_0,definite,66639889ea005547089b6cbf,16,34,0
13,7755,59,assets/targets/lh_hh_plinko_0002/img.jpg,assets/targets/lh_hh_plinko_0002/recording.mp4,lh_hh_plinko_0002,goal_2,False,assets/targets/lh_hh_plinko_0002/base1blue.jpg,assets/targets/lh_hh_plinko_0002/col11red.jpg,blue,1,col1,1,bottombump_0,definite,66639889ea005547089b6cbf,9,59,1
14,7508,71,assets/targets/lh_hh_trNM_plinko_0001/img.jpg,assets/targets/lh_hh_trNM_plinko_0001/recording.mp4,lh_hh_trNM_plinko_0001,goal_2,False,assets/targets/lh_hh_trNM_plinko_0001/base1blue.jpg,assets/targets/lh_hh_trNM_plinko_0001/col11red.jpg,blue,1,col1,1,topbump_0,NA,66639889ea005547089b6cbf,21,71,1
0,22540,91,assets/targets/lh_ll_unlink_plinko_0002/img.jpg,assets/targets/lh_ll_unlink_plinko_0002/recording.mp4,lh_ll_unlink_plinko_0002,goal_1,False,assets/targets/lh_ll_unlink_plinko_0002/base1blue.jpg,assets/targets/lh_ll_unlink_plinko_0002/col1red.jpg,blue,1,col1,0,topbump_2,NA,5e63e793e50a6316a75213c4,41,91,1
1,10540,0,assets/targets/lh_hh_trNM_plinko_0001/img.jpg,assets/targets/lh_hh_trNM_plinko_0001/recording.mp4,lh_hh_trNM_plinko_0001,goal_2,False,assets/targets/lh_hh_trNM_plinko_0001/base1red.jpg,assets/targets/lh_hh_trNM_plinko_0001/col1blue.jpg,red,0,col1,0,topbump_0,NA,5e63e793e50a6316a75213c4,50,100,1
2,9507,0,assets/targets/lh_hh_trNM_plinko_0002/img.jpg,assets/targets/lh_hh_trNM_plinko_0002/recording.mp4,lh_hh_trNM_plinko_0002,goal_4,False,assets/targets/lh_hh_trNM_plinko_0002/base1red.jpg,assets/targets/lh_hh_trNM_plinko_0002/col1blue.jpg,red,0,col1,0,bottombump_0,definite,5e63e793e50a6316a75213c4,50,100,1
3,10304,0,assets/targets/lh_hh_plinko_0001/img.jpg,assets/targets/lh_hh_plinko_0001/recording.mp4,lh_hh_plinko_0001,goal_3,False,assets/targets/lh_hh_plinko_0001/base1red.jpg,assets/targets/lh_hh_plinko_0001/col11blue.jpg,red,0,col1,1,topbump_0,NA,5e63e793e50a6316a75213c4,50,100,1
4,9589,0,assets/targets/lh_hh_trNM_plinko_0000/img.jpg,assets/targets/lh_hh_trNM_plinko_0000/recording.mp4,lh_hh_trNM_plinko_0000,goal_0,False,assets/targets/lh_hh_trNM_plinko_0000/base1red.jpg,assets/targets/lh_hh_trNM_plinko_0000/col11blue.jpg,red,0,col1,1,bottombump_0,definite,5e63e793e50a6316a75213c4,50,100,1
5,10032,50,assets/targets/hh_hl_unlink_plinko_0202/img.jpg,assets/targets/hh_hl_unlink_plinko_0202/recording.mp4,hh_hl_unlink_plinko_0202,goal_0,False,assets/targets/hh_hl_unlink_plinko_0202/base2blue.jpg,assets/targets/hh_hl_unlink_plinko_0202/col21red.jpg,blue,1,col2,1,bump_4,maybe,5e63e793e50a6316a75213c4,0,50,0
6,7522,0,assets/targets/hh_hl_unlink_plinko_0240/img.jpg,assets/targets/hh_hl_unlink_plinko_0240/recording.mp4,hh_hl_unlink_plinko_0240,goal_0,False,assets/targets/hh_hl_unlink_plinko_0240/base2red.jpg,assets/targets/hh_hl_unlink_plinko_0240/col2blue.jpg,red,0,col2,0,bottombump_1,maybe,5e63e793e50a6316a75213c4,50,100,1
7,6690,79,assets/targets/hh_hl_unlink_plinko_0269/img.jpg,assets/targets/hh_hl_unlink_plinko_0269/recording.mp4,hh_hl_unlink_plinko_0269,goal_3,False,assets/targets/hh_hl_unlink_plinko_0269/base1blue.jpg,assets/targets/hh_hl_unlink_plinko_0269/col1red.jpg,blue,1,col1,0,topbump_1,maybe,5e63e793e50a6316a75213c4,29,79,1
8,6824,100,assets/targets/lh_ll_unlink_plinko_0001/img.jpg,assets/targets/lh_ll_unlink_plinko_0001/recording.mp4,lh_ll_unlink_plinko_0001,goal_1,False,assets/targets/lh_ll_unlink_plinko_0001/base1blue.jpg,assets/targets/lh_ll_unlink_plinko_0001/col1red.jpg,blue,1,col1,0,bump_5,NA,5e63e793e50a6316a75213c4,50,100,1
9,7626,75,assets/targets/hh_hl_unlink_plinko_0246/img.jpg,assets/targets/hh_hl_unlink_plinko_0246/recording.mp4,hh_hl_unlink_plinko_0246,goal_2,False,assets/targets/hh_hl_unlink_plinko_0246/base1blue.jpg,assets/targets/hh_hl_unlink_plinko_0246/col1red.jpg,blue,1,col1,0,bump_6,maybe,5e63e793e50a6316a75213c4,25,75,1
10,6590,0,assets/targets/lh_hh_plinko_0000/img.jpg,assets/targets/lh_hh_plinko_0000/recording.mp4,lh_hh_plinko_0000,goal_0,False,assets/targets/lh_hh_plinko_0000/base1red.jpg,assets/targets/lh_hh_plinko_0000/col1blue.jpg,red,0,col1,0,topbump_3,NA,5e63e793e50a6316a75213c4,50,100,1
11,6100,100,assets/targets/lh_hh_plinko_0002/img.jpg,assets/targets/lh_hh_plinko_0002/recording.mp4,lh_hh_plinko_0002,goal_2,False,assets/targets/lh_hh_plinko_0002/base1blue.jpg,assets/targets/lh_hh_plinko_0002/col11red.jpg,blue,1,col1,1,bottombump_0,definite,5e63e793e50a6316a75213c4,50,100,1
12,4604,100,assets/targets/lh_hh_plinko_0003/img.jpg,assets/targets/lh_hh_plinko_0003/recording.mp4,lh_hh_plinko_0003,goal_4,False,assets/targets/lh_hh_plinko_0003/base1blue.jpg,assets/targets/lh_hh_plinko_0003/col11red.jpg,blue,1,col1,1,topbump_1,NA,5e63e793e50a6316a75213c4,50,100,1
13,6298,0,assets/targets/lh_ll_unlink_plinko_0000/img.jpg,assets/targets/lh_ll_unlink_plinko_0000/recording.mp4,lh_ll_unlink_plinko_0000,goal_3,False,assets/targets/lh_ll_unlink_plinko_0000/base1red.jpg,assets/targets/lh_ll_unlink_plinko_0000/col11blue.jpg,red,0,col1,1,topbump_0,maybe,5e63e793e50a6316a75213c4,50,100,1
14,3464,50,assets/targets/hh_hl_unlink_plinko_0393/img.jpg,assets/targets/hh_hl_unlink_plinko_0393/recording.mp4,hh_hl_unlink_plinko_0393,goal_2,False,assets/targets/hh_hl_unlink_plinko_0393/base1blue.jpg,assets/targets/hh_hl_unlink_plinko_0393/col1red.jpg,blue,1,col1,0,bottombump_2,maybe,5e63e793e50a6316a75213c4,0,50,0
0,14900,50,assets/targets/lh_hh_trNM_plinko_0002/img.jpg,assets/targets/lh_hh_trNM_plinko_0002/recording.mp4,lh_hh_trNM_plinko_0002,goal_4,False,assets/targets/lh_hh_trNM_plinko_0002/base1red.jpg,assets/targets/lh_hh_trNM_plinko_0002/col11blue.jpg,red,0,col1,1,bottombump_0,definite,5bf21da1f4d94900011ccf32,0,50,0
1,12385,6,assets/targets/lh_hh_plinko_0002/img.jpg,assets/targets/lh_hh_plinko_0002/recording.mp4,lh_hh_plinko_0002,goal_2,False,assets/targets/lh_hh_plinko_0002/base1red.jpg,assets/targets/lh_hh_plinko_0002/col1blue.jpg,red,0,col1,0,bottombump_0,definite,5bf21da1f4d94900011ccf32,44,94,1
2,7535,9,assets/targets/lh_ll_unlink_plinko_0002/img.jpg,assets/targets/lh_ll_unlink_plinko_0002/recording.mp4,lh_ll_unlink_plinko_0002,goal_1,False,assets/targets/lh_ll_unlink_plinko_0002/base1red.jpg,assets/targets/lh_ll_unlink_plinko_0002/col11blue.jpg,red,0,col1,1,topbump_2,NA,5bf21da1f4d94900011ccf32,41,91,1
3,7794,100,assets/targets/lh_hh_trNM_plinko_0001/img.jpg,assets/targets/lh_hh_trNM_plinko_0001/recording.mp4,lh_hh_trNM_plinko_0001,goal_2,False,assets/targets/lh_hh_trNM_plinko_0001/base1blue.jpg,assets/targets/lh_hh_trNM_plinko_0001/col1red.jpg,blue,1,col1,0,topbump_0,NA,5bf21da1f4d94900011ccf32,50,100,1
4,5377,0,assets/targets/lh_hh_plinko_0001/img.jpg,assets/targets/lh_hh_plinko_0001/recording.mp4,lh_hh_plinko_0001,goal_3,False,assets/targets/lh_hh_plinko_0001/base1red.jpg,assets/targets/lh_hh_plinko_0001/col1blue.jpg,red,0,col1,0,topbump_0,NA,5bf21da1f4d94900011ccf32,50,100,1
5,5442,14,assets/targets/hh_hl_unlink_plinko_0240/img.jpg,assets/targets/hh_hl_unlink_plinko_0240/recording.mp4,hh_hl_unlink_plinko_0240,goal_0,False,assets/targets/hh_hl_unlink_plinko_0240/base1red.jpg,assets/targets/hh_hl_unlink_plinko_0240/col11blue.jpg,red,0,col1,1,topbump_0,maybe,5bf21da1f4d94900011ccf32,36,86,1
6,4996,86,assets/targets/lh_hh_plinko_0003/img.jpg,assets/targets/lh_hh_plinko_0003/recording.mp4,lh_hh_plinko_0003,goal_4,False,assets/targets/lh_hh_plinko_0003/base1blue.jpg,assets/targets/lh_hh_plinko_0003/col1red.jpg,blue,1,col1,0,topbump_1,NA,5bf21da1f4d94900011ccf32,36,86,1
7,4864,50,assets/targets/hh_hl_unlink_plinko_0393/img.jpg,assets/targets/hh_hl_unlink_plinko_0393/recording.mp4,hh_hl_unlink_plinko_0393,goal_2,False,assets/targets/hh_hl_unlink_plinko_0393/base1red.jpg,assets/targets/hh_hl_unlink_plinko_0393/col11blue.jpg,red,0,col1,1,bottombump_2,maybe,5bf21da1f4d94900011ccf32,0,50,0
8,3872,48,assets/targets/hh_hl_unlink_plinko_0246/img.jpg,assets/targets/hh_hl_unlink_plinko_0246/recording.mp4,hh_hl_unlink_plinko_0246,goal_2,False,assets/targets/hh_hl_unlink_plinko_0246/base2blue.jpg,assets/targets/hh_hl_unlink_plinko_0246/col21red.jpg,blue,1,col2,1,bump_4,maybe,5bf21da1f4d94900011ccf32,2,48,0
9,5210,86,assets/targets/lh_ll_unlink_plinko_0000/img.jpg,assets/targets/lh_ll_unlink_plinko_0000/recording.mp4,lh_ll_unlink_plinko_0000,goal_3,False,assets/targets/lh_ll_unlink_plinko_0000/base1blue.jpg,assets/targets/lh_ll_unlink_plinko_0000/col1red.jpg,blue,1,col1,0,topbump_0,maybe,5bf21da1f4d94900011ccf32,36,86,1
10,3988,48,assets/targets/lh_hh_plinko_0000/img.jpg,assets/targets/lh_hh_plinko_0000/recording.mp4,lh_hh_plinko_0000,goal_0,False,assets/targets/lh_hh_plinko_0000/base1blue.jpg,assets/targets/lh_hh_plinko_0000/col11red.jpg,blue,1,col1,1,topbump_3,NA,5bf21da1f4d94900011ccf32,2,48,0
11,6318,75,assets/targets/lh_ll_unlink_plinko_0001/img.jpg,assets/targets/lh_ll_unlink_plinko_0001/recording.mp4,lh_ll_unlink_plinko_0001,goal_1,False,assets/targets/lh_ll_unlink_plinko_0001/base1blue.jpg,assets/targets/lh_ll_unlink_plinko_0001/col1red.jpg,blue,1,col1,0,bump_5,NA,5bf21da1f4d94900011ccf32,25,75,1
12,5302,25,assets/targets/hh_hl_unlink_plinko_0269/img.jpg,assets/targets/hh_hl_unlink_plinko_0269/recording.mp4,hh_hl_unlink_plinko_0269,goal_3,False,assets/targets/hh_hl_unlink_plinko_0269/base1blue.jpg,assets/targets/hh_hl_unlink_plinko_0269/col11red.jpg,blue,1,col1,1,topbump_1,maybe,5bf21da1f4d94900011ccf32,25,25,0
13,6778,100,assets/targets/lh_hh_trNM_plinko_0000/img.jpg,assets/targets/lh_hh_trNM_plinko_0000/recording.mp4,lh_hh_trNM_plinko_0000,goal_0,False,assets/targets/lh_hh_trNM_plinko_0000/base1blue.jpg,assets/targets/lh_hh_trNM_plinko_0000/col1red.jpg,blue,1,col1,0,bottombump_0,definite,5bf21da1f4d94900011ccf32,50,100,1
14,3781,49,assets/targets/hh_hl_unlink_plinko_0202/img.jpg,assets/targets/hh_hl_unlink_plinko_0202/recording.mp4,hh_hl_unlink_plinko_0202,goal_0,False,assets/targets/hh_hl_unlink_plinko_0202/base1blue.jpg,assets/targets/hh_hl_unlink_plinko_0202/col11red.jpg,blue,1,col1,1,bottombump_0,maybe,5bf21da1f4d94900011ccf32,1,49,0
0,20884,89,assets/targets/lh_hh_trNM_plinko_0002/img.jpg,assets/targets/lh_hh_trNM_plinko_0002/recording.mp4,lh_hh_trNM_plinko_0002,goal_4,False,assets/targets/lh_hh_trNM_plinko_0002/base1blue.jpg,assets/targets/lh_hh_trNM_plinko_0002/col1red.jpg,blue,1,col1,0,bottombump_0,definite,66e5bcf611d0bc991efda653,39,89,1
1,6510,89,assets/targets/hh_hl_unlink_plinko_0240/img.jpg,assets/targets/hh_hl_unlink_plinko_0240/recording.mp4,hh_hl_unlink_plinko_0240,goal_0,False,assets/targets/hh_hl_unlink_plinko_0240/base1red.jpg,assets/targets/hh_hl_unlink_plinko_0240/col1blue.jpg,red,0,col1,0,topbump_0,maybe,66e5bcf611d0bc991efda653,39,11,0
2,6657,100,assets/targets/lh_hh_plinko_0002/img.jpg,assets/targets/lh_hh_plinko_0002/recording.mp4,lh_hh_plinko_0002,goal_2,False,assets/targets/lh_hh_plinko_0002/base1blue.jpg,assets/targets/lh_hh_plinko_0002/col11red.jpg,blue,1,col1,1,bottombump_0,definite,66e5bcf611d0bc991efda653,50,100,1
3,7505,100,assets/targets/lh_hh_trNM_plinko_0001/img.jpg,assets/targets/lh_hh_trNM_plinko_0001/recording.mp4,lh_hh_trNM_plinko_0001,goal_2,False,assets/targets/lh_hh_trNM_plinko_0001/base1blue.jpg,assets/targets/lh_hh_trNM_plinko_0001/col1red.jpg,blue,1,col1,0,topbump_0,NA,66e5bcf611d0bc991efda653,50,100,1
4,7915,0,assets/targets/lh_hh_plinko_0001/img.jpg,assets/targets/lh_hh_plinko_0001/recording.mp4,lh_hh_plinko_0001,goal_3,False,assets/targets/lh_hh_plinko_0001/base1red.jpg,assets/targets/lh_hh_plinko_0001/col11blue.jpg,red,0,col1,1,topbump_0,NA,66e5bcf611d0bc991efda653,50,100,1
5,7550,37,assets/targets/hh_hl_unlink_plinko_0202/img.jpg,assets/targets/hh_hl_unlink_plinko_0202/recording.mp4,hh_hl_unlink_plinko_0202,goal_0,False,assets/targets/hh_hl_unlink_plinko_0202/base1blue.jpg,assets/targets/hh_hl_unlink_plinko_0202/col11red.jpg,blue,1,col1,1,bottombump_0,maybe,66e5bcf611d0bc991efda653,13,37,0
6,3647,18,assets/targets/hh_hl_unlink_plinko_0269/img.jpg,assets/targets/hh_hl_unlink_plinko_0269/recording.mp4,hh_hl_unlink_plinko_0269,goal_3,False,assets/targets/hh_hl_unlink_plinko_0269/base2blue.jpg,assets/targets/hh_hl_unlink_plinko_0269/col21red.jpg,blue,1,col2,1,topbump_3,maybe,66e5bcf611d0bc991efda653,32,18,0
7,4258,72,assets/targets/hh_hl_unlink_plinko_0393/img.jpg,assets/targets/hh_hl_unlink_plinko_0393/recording.mp4,hh_hl_unlink_plinko_0393,goal_2,False,assets/targets/hh_hl_unlink_plinko_0393/base1blue.jpg,assets/targets/hh_hl_unlink_plinko_0393/col1red.jpg,blue,1,col1,0,bottombump_2,maybe,66e5bcf611d0bc991efda653,22,72,1
8,3085,100,assets/targets/lh_ll_unlink_plinko_0000/img.jpg,assets/targets/lh_ll_unlink_plinko_0000/recording.mp4,lh_ll_unlink_plinko_0000,goal_3,False,assets/targets/lh_ll_unlink_plinko_0000/base1blue.jpg,assets/targets/lh_ll_unlink_plinko_0000/col11red.jpg,blue,1,col1,1,topbump_0,maybe,66e5bcf611d0bc991efda653,50,100,1
9,3439,100,assets/targets/lh_ll_unlink_plinko_0001/img.jpg,assets/targets/lh_ll_unlink_plinko_0001/recording.mp4,lh_ll_unlink_plinko_0001,goal_1,False,assets/targets/lh_ll_unlink_plinko_0001/base1blue.jpg,assets/targets/lh_ll_unlink_plinko_0001/col1red.jpg,blue,1,col1,0,bump_5,NA,66e5bcf611d0bc991efda653,50,100,1
10,4351,100,assets/targets/lh_ll_unlink_plinko_0002/img.jpg,assets/targets/lh_ll_unlink_plinko_0002/recording.mp4,lh_ll_unlink_plinko_0002,goal_1,False,assets/targets/lh_ll_unlink_plinko_0002/base1blue.jpg,assets/targets/lh_ll_unlink_plinko_0002/col11red.jpg,blue,1,col1,1,topbump_2,NA,66e5bcf611d0bc991efda653,50,100,1
11,3391,100,assets/targets/lh_hh_plinko_0000/img.jpg,assets/targets/lh_hh_plinko_0000/recording.mp4,lh_hh_plinko_0000,goal_0,False,assets/targets/lh_hh_plinko_0000/base1blue.jpg,assets/targets/lh_hh_plinko_0000/col1red.jpg,blue,1,col1,0,topbump_3,NA,66e5bcf611d0bc991efda653,50,100,1
12,4069,0,assets/targets/lh_hh_plinko_0003/img.jpg,assets/targets/lh_hh_plinko_0003/recording.mp4,lh_hh_plinko_0003,goal_4,False,assets/targets/lh_hh_plinko_0003/base1red.jpg,assets/targets/lh_hh_plinko_0003/col11blue.jpg,red,0,col1,1,topbump_1,NA,66e5bcf611d0bc991efda653,50,100,1
13,3046,0,assets/targets/lh_hh_trNM_plinko_0000/img.jpg,assets/targets/lh_hh_trNM_plinko_0000/recording.mp4,lh_hh_trNM_plinko_0000,goal_0,False,assets/targets/lh_hh_trNM_plinko_0000/base1red.jpg,assets/targets/lh_hh_trNM_plinko_0000/col1blue.jpg,red,0,col1,0,bottombump_0,definite,66e5bcf611d0bc991efda653,50,100,1
14,4868,82,assets/targets/hh_hl_unlink_plinko_0246/img.jpg,assets/targets/hh_hl_unlink_plinko_0246/recording.mp4,hh_hl_unlink_plinko_0246,goal_2,False,assets/targets/hh_hl_unlink_plinko_0246/base2red.jpg,assets/targets/hh_hl_unlink_plinko_0246/col21blue.jpg,red,0,col2,1,bump_4,maybe,66e5bcf611d0bc991efda653,32,18,0
0,20704,0,assets/targets/lh_ll_unlink_plinko_0001/img.jpg,assets/targets/lh_ll_unlink_plinko_0001/recording.mp4,lh_ll_unlink_plinko_0001,goal_1,False,assets/targets/lh_ll_unlink_plinko_0001/base1red.jpg,assets/targets/lh_ll_unlink_plinko_0001/col11blue.jpg,red,0,col1,1,bump_5,NA,5d650bb66bf9c40017c1e36d,50,100,1
1,9166,79,assets/targets/hh_hl_unlink_plinko_0246/img.jpg,assets/targets/hh_hl_unlink_plinko_0246/recording.mp4,hh_hl_unlink_plinko_0246,goal_2,False,assets/targets/hh_hl_unlink_plinko_0246/base2blue.jpg,assets/targets/hh_hl_unlink_plinko_0246/col21red.jpg,blue,1,col2,1,bump_4,maybe,5d650bb66bf9c40017c1e36d,29,79,1
2,5867,17,assets/targets/lh_hh_trNM_plinko_0002/img.jpg,assets/targets/lh_hh_trNM_plinko_0002/recording.mp4,lh_hh_trNM_plinko_0002,goal_4,False,assets/targets/lh_hh_trNM_plinko_0002/base1red.jpg,assets/targets/lh_hh_trNM_plinko_0002/col11blue.jpg,red,0,col1,1,bottombump_0,definite,5d650bb66bf9c40017c1e36d,33,83,1
3,8508,50,assets/targets/hh_hl_unlink_plinko_0202/img.jpg,assets/targets/hh_hl_unlink_plinko_0202/recording.mp4,hh_hl_unlink_plinko_0202,goal_0,False,assets/targets/hh_hl_unlink_plinko_0202/base1blue.jpg,assets/targets/hh_hl_unlink_plinko_0202/col11red.jpg,blue,1,col1,1,bottombump_0,maybe,5d650bb66bf9c40017c1e36d,0,50,0
4,7513,62,assets/targets/hh_hl_unlink_plinko_0393/img.jpg,assets/targets/hh_hl_unlink_plinko_0393/recording.mp4,hh_hl_unlink_plinko_0393,goal_2,False,assets/targets/hh_hl_unlink_plinko_0393/base1blue.jpg,assets/targets/hh_hl_unlink_plinko_0393/col1red.jpg,blue,1,col1,0,bottombump_2,maybe,5d650bb66bf9c40017c1e36d,12,62,1
5,8130,9,assets/targets/lh_hh_plinko_0003/img.jpg,assets/targets/lh_hh_plinko_0003/recording.mp4,lh_hh_plinko_0003,goal_4,False,assets/targets/lh_hh_plinko_0003/base1blue.jpg,assets/targets/lh_hh_plinko_0003/col1red.jpg,blue,1,col1,0,topbump_1,NA,5d650bb66bf9c40017c1e36d,41,9,0
6,7703,100,assets/targets/lh_hh_plinko_0001/img.jpg,assets/targets/lh_hh_plinko_0001/recording.mp4,lh_hh_plinko_0001,goal_3,False,assets/targets/lh_hh_plinko_0001/base1blue.jpg,assets/targets/lh_hh_plinko_0001/col1red.jpg,blue,1,col1,0,topbump_0,NA,5d650bb66bf9c40017c1e36d,50,100,1
7,5520,0,assets/targets/lh_hh_plinko_0002/img.jpg,assets/targets/lh_hh_plinko_0002/recording.mp4,lh_hh_plinko_0002,goal_2,False,assets/targets/lh_hh_plinko_0002/base1red.jpg,assets/targets/lh_hh_plinko_0002/col1blue.jpg,red,0,col1,0,bottombump_0,definite,5d650bb66bf9c40017c1e36d,50,100,1
8,7569,0,assets/targets/hh_hl_unlink_plinko_0269/img.jpg,assets/targets/hh_hl_unlink_plinko_0269/recording.mp4,hh_hl_unlink_plinko_0269,goal_3,False,assets/targets/hh_hl_unlink_plinko_0269/base1red.jpg,assets/targets/hh_hl_unlink_plinko_0269/col1blue.jpg,red,0,col1,0,topbump_1,maybe,5d650bb66bf9c40017c1e36d,50,100,1
9,5292,100,assets/targets/lh_ll_unlink_plinko_0000/img.jpg,assets/targets/lh_ll_unlink_plinko_0000/recording.mp4,lh_ll_unlink_plinko_0000,goal_3,False,assets/targets/lh_ll_unlink_plinko_0000/base1blue.jpg,assets/targets/lh_ll_unlink_plinko_0000/col11red.jpg,blue,1,col1,1,topbump_0,maybe,5d650bb66bf9c40017c1e36d,50,100,1
10,10653,44,assets/targets/lh_ll_unlink_plinko_0002/img.jpg,assets/targets/lh_ll_unlink_plinko_0002/recording.mp4,lh_ll_unlink_plinko_0002,goal_1,False,assets/targets/lh_ll_unlink_plinko_0002/base1red.jpg,assets/targets/lh_ll_unlink_plinko_0002/col1blue.jpg,red,0,col1,0,topbump_2,NA,5d650bb66bf9c40017c1e36d,6,56,1
11,7115,0,assets/targets/lh_hh_trNM_plinko_0000/img.jpg,assets/targets/lh_hh_trNM_plinko_0000/recording.mp4,lh_hh_trNM_plinko_0000,goal_0,False,assets/targets/lh_hh_trNM_plinko_0000/base1red.jpg,assets/targets/lh_hh_trNM_plinko_0000/col1blue.jpg,red,0,col1,0,bottombump_0,definite,5d650bb66bf9c40017c1e36d,50,100,1
12,4973,100,assets/targets/lh_hh_trNM_plinko_0001/img.jpg,assets/targets/lh_hh_trNM_plinko_0001/recording.mp4,lh_hh_trNM_plinko_0001,goal_2,False,assets/targets/lh_hh_trNM_plinko_0001/base1blue.jpg,assets/targets/lh_hh_trNM_plinko_0001/col11red.jpg,blue,1,col1,1,topbump_0,NA,5d650bb66bf9c40017c1e36d,50,100,1
13,10717,34,assets/targets/hh_hl_unlink_plinko_0240/img.jpg,assets/targets/hh_hl_unlink_plinko_0240/recording.mp4,hh_hl_unlink_plinko_0240,goal_0,False,assets/targets/hh_hl_unlink_plinko_0240/base1red.jpg,assets/targets/hh_hl_unlink_plinko_0240/col1blue.jpg,red,0,col1,0,topbump_0,maybe,5d650bb66bf9c40017c1e36d,16,66,1
14,6432,86,assets/targets/lh_hh_plinko_0000/img.jpg,assets/targets/lh_hh_plinko_0000/recording.mp4,lh_hh_plinko_0000,goal_0,False,assets/targets/lh_hh_plinko_0000/base1blue.jpg,assets/targets/lh_hh_plinko_0000/col11red.jpg,blue,1,col1,1,topbump_3,NA,5d650bb66bf9c40017c1e36d,36,86,1
0,34700,1,assets/targets/lh_hh_plinko_0001/img.jpg,assets/targets/lh_hh_plinko_0001/recording.mp4,lh_hh_plinko_0001,goal_3,False,assets/targets/lh_hh_plinko_0001/base1red.jpg,assets/targets/lh_hh_plinko_0001/col11blue.jpg,red,0,col1,1,topbump_0,NA,64136bf30b27746cb96f7db8,49,99,1
1,8902,62,assets/targets/lh_hh_plinko_0000/img.jpg,assets/targets/lh_hh_plinko_0000/recording.mp4,lh_hh_plinko_0000,goal_0,False,assets/targets/lh_hh_plinko_0000/base1blue.jpg,assets/targets/lh_hh_plinko_0000/col11red.jpg,blue,1,col1,1,topbump_3,NA,64136bf30b27746cb96f7db8,12,62,1
2,5330,85,assets/targets/lh_ll_unlink_plinko_0002/img.jpg,assets/targets/lh_ll_unlink_plinko_0002/recording.mp4,lh_ll_unlink_plinko_0002,goal_1,False,assets/targets/lh_ll_unlink_plinko_0002/base1red.jpg,assets/targets/lh_ll_unlink_plinko_0002/col11blue.jpg,red,0,col1,1,topbump_2,NA,64136bf30b27746cb96f7db8,35,15,0
3,5949,40,assets/targets/hh_hl_unlink_plinko_0240/img.jpg,assets/targets/hh_hl_unlink_plinko_0240/recording.mp4,hh_hl_unlink_plinko_0240,goal_0,False,assets/targets/hh_hl_unlink_plinko_0240/base1red.jpg,assets/targets/hh_hl_unlink_plinko_0240/col1blue.jpg,red,0,col1,0,topbump_0,maybe,64136bf30b27746cb96f7db8,10,60,1
4,5448,50,assets/targets/hh_hl_unlink_plinko_0269/img.jpg,assets/targets/hh_hl_unlink_plinko_0269/recording.mp4,hh_hl_unlink_plinko_0269,goal_3,False,assets/targets/hh_hl_unlink_plinko_0269/base2red.jpg,assets/targets/hh_hl_unlink_plinko_0269/col2blue.jpg,red,0,col2,0,topbump_3,maybe,64136bf30b27746cb96f7db8,0,50,0
5,4113,45,assets/targets/lh_ll_unlink_plinko_0001/img.jpg,assets/targets/lh_ll_unlink_plinko_0001/recording.mp4,lh_ll_unlink_plinko_0001,goal_1,False,assets/targets/lh_ll_unlink_plinko_0001/base1red.jpg,assets/targets/lh_ll_unlink_plinko_0001/col11blue.jpg,red,0,col1,1,bump_5,NA,64136bf30b27746cb96f7db8,5,55,1
