trial,rt,response,img,recording,world,true_goal,filler,base_probe,distractor_probe,true_color,answer,probetype,probe_num,object,worldtype,pid,confidence,correct_conf,correct
0,23742,15,assets/targets/hh_hl_unlink_plinko_0393/img.jpg,assets/targets/hh_hl_unlink_plinko_0393/recording.mp4,hh_hl_unlink_plinko_0393,goal_2,False,assets/targets/hh_hl_unlink_plinko_0393/base2red.jpg,assets/targets/hh_hl_unlink_plinko_0393/col21blue.jpg,red,0,col2,1,bottombump_3,maybe,67722f8e3a4f08a288a1f640,35,85,1
1,13568,1,assets/targets/lh_hh_plinko_0001/img.jpg,assets/targets/lh_hh_plinko_0001/recording.mp4,lh_hh_plinko_0001,goal_3,False,assets/targets/lh_hh_plinko_0001/base1red.jpg,assets/targets/lh_hh_plinko_0001/col1blue.jpg,red,0,col1,0,topbump_0,NA,67722f8e3a4f08a288a1f640,49,99,1
2,9123,100,assets/targets/lh_hh_trNM_plinko_0001/img.jpg,assets/targets/lh_hh_trNM_plinko_0001/recording.mp4,lh_hh_trNM_plinko_0001,goal_2,False,assets/targets/lh_hh_trNM_plinko_0001/base1blue.jpg,assets/targets/lh_hh_trNM_plinko_0001/col1red.jpg,blue,1,col1,0,topbump_0,NA,67722f8e3a4f08a288a1f640,50,100,1
3,13950,100,assets/targets/lh_hh_trNM_plinko_0000/img.jpg,assets/targets/lh_hh_trNM_plinko_0000/recording.mp4,lh_hh_trNM_plinko_0000,goal_0,False,assets/targets/lh_hh_trNM_plinko_0000/base1blue.jpg,assets/targets/lh_hh_trNM_plinko_0000/col11red.jpg,blue,1,col1,1,bottombump_0,definite,67722f8e3a4f08a288a1f640,50,100,1
4,10551,98,assets/targets/hh_hl_unlink_plinko_0202/img.jpg,assets/targets/hh_hl_unlink_plinko_0202/recording.mp4,hh_hl_unlink_plinko_0202,goal_0,False,assets/targets/hh_hl_unlink_plinko_0202/base1red.jpg,assets/targets/hh_hl_unlink_plinko_0202/col1blue.jpg,red,0,col1,0,bottombump_0,maybe,67722f8e3a4f08a288a1f640,48,2,0
5,9250,99,assets/targets/lh_hh_plinko_0003/img.jpg,assets/targets/lh_hh_plinko_0003/recording.mp4,lh_hh_plinko_0003,goal_4,False,assets/targets/lh_hh_plinko_0003/base1blue.jpg,assets/targets/lh_hh_plinko_0003/col1red.jpg,blue,1,col1,0,topbump_1,NA,67722f8e3a4f08a288a1f640,49,99,1
6,10709,99,assets/targets/lh_ll_unlink_plinko_0001/img.jpg,assets/targets/lh_ll_unlink_plinko_0001/recording.mp4,lh_ll_unlink_plinko_0001,goal_1,False,assets/targets/lh_ll_unlink_plinko_0001/base1blue.jpg,assets/targets/lh_ll_unlink_plinko_0001/col11red.jpg,blue,1,col1,1,bump_5,NA,67722f8e3a4f08a288a1f640,49,99,1
7,9244,2,assets/targets/hh_hl_unlink_plinko_0240/img.jpg,assets/targets/hh_hl_unlink_plinko_0240/recording.mp4,hh_hl_unlink_plinko_0240,goal_0,False,assets/targets/hh_hl_unlink_plinko_0240/base1blue.jpg,assets/targets/hh_hl_unlink_plinko_0240/col11red.jpg,blue,1,col1,1,topbump_0,maybe,67722f8e3a4f08a288a1f640,48,2,0
8,9990,98,assets/targets/hh_hl_unlink_plinko_0246/img.jpg,assets/targets/hh_hl_unlink_plinko_0246/recording.mp4,hh_hl_unlink_plinko_0246,goal_2,False,assets/targets/hh_hl_unlink_plinko_0246/base2blue.jpg,assets/targets/hh_hl_unlink_plinko_0246/col21red.jpg,blue,1,col2,1,bump_4,maybe,67722f8e3a4f08a288a1f640,48,98,1
9,9049,99,assets/targets/lh_ll_unlink_plinko_0002/img.jpg,assets/targets/lh_ll_unlink_plinko_0002/recording.mp4,lh_ll_unlink_plinko_0002,goal_1,False,assets/targets/lh_ll_unlink_plinko_0002/base1blue.jpg,assets/targets/lh_ll_unlink_plinko_0002/col11red.jpg,blue,1,col1,1,topbump_2,NA,67722f8e3a4f08a288a1f640,49,99,1
10,7182,99,assets/targets/lh_ll_unlink_plinko_0000/img.jpg,assets/targets/lh_ll_unlink_plinko_0000/recording.mp4,lh_ll_unlink_plinko_0000,goal_3,False,assets/targets/lh_ll_unlink_plinko_0000/base1blue.jpg,assets/targets/lh_ll_unlink_plinko_0000/col11red.jpg,blue,1,col1,1,topbump_0,maybe,67722f8e3a4f08a288a1f640,49,99,1
11,15285,1,assets/targets/hh_hl_unlink_plinko_0269/img.jpg,assets/targets/hh_hl_unlink_plinko_0269/recording.mp4,hh_hl_unlink_plinko_0269,goal_3,False,assets/targets/hh_hl_unlink_plinko_0269/base1red.jpg,assets/targets/hh_hl_unlink_plinko_0269/col11blue.jpg,red,0,col1,1,topbump_1,maybe,67722f8e3a4f08a288a1f640,49,99,1
12,9327,3,assets/targets/lh_hh_trNM_plinko_0002/img.jpg,assets/targets/lh_hh_trNM_plinko_0002/recording.mp4,lh_hh_trNM_plinko_0002,goal_4,False,assets/targets/lh_hh_trNM_plinko_0002/base1red.jpg,assets/targets/lh_hh_trNM_plinko_0002/col11blue.jpg,red,0,col1,1,bottombump_0,definite,67722f8e3a4f08a288a1f640,47,97,1
13,7419,0,assets/targets/lh_hh_plinko_0002/img.jpg,assets/targets/lh_hh_plinko_0002/recording.mp4,lh_hh_plinko_0002,goal_2,False,assets/targets/lh_hh_plinko_0002/base1red.jpg,assets/targets/lh_hh_plinko_0002/col1blue.jpg,red,0,col1,0,bottombump_0,definite,67722f8e3a4f08a288a1f640,50,100,1
14,9380,1,assets/targets/lh_hh_plinko_0000/img.jpg,assets/targets/lh_hh_plinko_0000/recording.mp4,lh_hh_plinko_0000,goal_0,False,assets/targets/lh_hh_plinko_0000/base1red.jpg,assets/targets/lh_hh_plinko_0000/col1blue.jpg,red,0,col1,0,topbump_3,NA,67722f8e3a4f08a288a1f640,49,99,1
0,6046,67,assets/targets/lh_ll_unlink_plinko_0000/img.jpg,assets/targets/lh_ll_unlink_plinko_0000/recording.mp4,lh_ll_unlink_plinko_0000,goal_3,False,assets/targets/lh_ll_unlink_plinko_0000/base1blue.jpg,assets/targets/lh_ll_unlink_plinko_0000/col1red.jpg,blue,1,col1,0,topbump_0,maybe,67dd46602623d4bf857f7fa2,17,67,1
1,101254,38,assets/targets/lh_hh_plinko_0000/img.jpg,assets/targets/lh_hh_plinko_0000/recording.mp4,lh_hh_plinko_0000,goal_0,False,assets/targets/lh_hh_plinko_0000/base1blue.jpg,assets/targets/lh_hh_plinko_0000/col1red.jpg,blue,1,col1,0,topbump_3,NA,67dd46602623d4bf857f7fa2,12,38,0
2,7243,67,assets/targets/hh_hl_unlink_plinko_0202/img.jpg,assets/targets/hh_hl_unlink_plinko_0202/recording.mp4,hh_hl_unlink_plinko_0202,goal_0,False,assets/targets/hh_hl_unlink_plinko_0202/base2blue.jpg,assets/targets/hh_hl_unlink_plinko_0202/col21red.jpg,blue,1,col2,1,bump_4,maybe,67dd46602623d4bf857f7fa2,17,67,1
3,6091,60,assets/targets/lh_hh_plinko_0002/img.jpg,assets/targets/lh_hh_plinko_0002/recording.mp4,lh_hh_plinko_0002,goal_2,False,assets/targets/lh_hh_plinko_0002/base1blue.jpg,assets/targets/lh_hh_plinko_0002/col1red.jpg,blue,1,col1,0,bottombump_0,definite,67dd46602623d4bf857f7fa2,10,60,1
4,11451,62,assets/targets/lh_ll_unlink_plinko_0001/img.jpg,assets/targets/lh_ll_unlink_plinko_0001/recording.mp4,lh_ll_unlink_plinko_0001,goal_1,False,assets/targets/lh_ll_unlink_plinko_0001/base1red.jpg,assets/targets/lh_ll_unlink_plinko_0001/col11blue.jpg,red,0,col1,1,bump_5,NA,67dd46602623d4bf857f7fa2,12,38,0
5,17117,62,assets/targets/lh_hh_trNM_plinko_0000/img.jpg,assets/targets/lh_hh_trNM_plinko_0000/recording.mp4,lh_hh_trNM_plinko_0000,goal_0,False,assets/targets/lh_hh_trNM_plinko_0000/base1red.jpg,assets/targets/lh_hh_trNM_plinko_0000/col11blue.jpg,red,0,col1,1,bottombump_0,definite,67dd46602623d4bf857f7fa2,12,38,0
6,10838,51,assets/targets/lh_hh_plinko_0003/img.jpg,assets/targets/lh_hh_plinko_0003/recording.mp4,lh_hh_plinko_0003,goal_4,False,assets/targets/lh_hh_plinko_0003/base1blue.jpg,assets/targets/lh_hh_plinko_0003/col1red.jpg,blue,1,col1,0,topbump_1,NA,67dd46602623d4bf857f7fa2,1,51,1
7,15180,41,assets/targets/lh_hh_trNM_plinko_0001/img.jpg,assets/targets/lh_hh_trNM_plinko_0001/recording.mp4,lh_hh_trNM_plinko_0001,goal_2,False,assets/targets/lh_hh_trNM_plinko_0001/base1blue.jpg,assets/targets/lh_hh_trNM_plinko_0001/col11red.jpg,blue,1,col1,1,topbump_0,NA,67dd46602623d4bf857f7fa2,9,41,0
8,20779,62,assets/targets/lh_hh_plinko_0001/img.jpg,assets/targets/lh_hh_plinko_0001/recording.mp4,lh_hh_plinko_0001,goal_3,False,assets/targets/lh_hh_plinko_0001/base1red.jpg,assets/targets/lh_hh_plinko_0001/col1blue.jpg,red,0,col1,0,topbump_0,NA,67dd46602623d4bf857f7fa2,12,38,0
9,31303,58,assets/targets/hh_hl_unlink_plinko_0269/img.jpg,assets/targets/hh_hl_unlink_plinko_0269/recording.mp4,hh_hl_unlink_plinko_0269,goal_3,False,assets/targets/hh_hl_unlink_plinko_0269/base2blue.jpg,assets/targets/hh_hl_unlink_plinko_0269/col21red.jpg,blue,1,col2,1,topbump_3,maybe,67dd46602623d4bf857f7fa2,8,58,1
10,26193,58,assets/targets/hh_hl_unlink_plinko_0246/img.jpg,assets/targets/hh_hl_unlink_plinko_0246/recording.mp4,hh_hl_unlink_plinko_0246,goal_2,False,assets/targets/hh_hl_unlink_plinko_0246/base2blue.jpg,assets/targets/hh_hl_unlink_plinko_0246/col21red.jpg,blue,1,col2,1,bump_4,maybe,67dd46602623d4bf857f7fa2,8,58,1
11,19101,45,assets/targets/hh_hl_unlink_plinko_0240/img.jpg,assets/targets/hh_hl_unlink_plinko_0240/recording.mp4,hh_hl_unlink_plinko_0240,goal_0,False,assets/targets/hh_hl_unlink_plinko_0240/base1red.jpg,assets/targets/hh_hl_unlink_plinko_0240/col1blue.jpg,red,0,col1,0,topbump_0,maybe,67dd46602623d4bf857f7fa2,5,55,1
12,17808,56,assets/targets/lh_ll_unlink_plinko_0002/img.jpg,assets/targets/lh_ll_unlink_plinko_0002/recording.mp4,lh_ll_unlink_plinko_0002,goal_1,False,assets/targets/lh_ll_unlink_plinko_0002/base1blue.jpg,assets/targets/lh_ll_unlink_plinko_0002/col11red.jpg,blue,1,col1,1,topbump_2,NA,67dd46602623d4bf857f7fa2,6,56,1
13,26232,58,assets/targets/hh_hl_unlink_plinko_0393/img.jpg,assets/targets/hh_hl_unlink_plinko_0393/recording.mp4,hh_hl_unlink_plinko_0393,goal_2,False,assets/targets/hh_hl_unlink_plinko_0393/base2blue.jpg,assets/targets/hh_hl_unlink_plinko_0393/col21red.jpg,blue,1,col2,1,bottombump_3,maybe,67dd46602623d4bf857f7fa2,8,58,1
14,14235,62,assets/targets/lh_hh_trNM_plinko_0002/img.jpg,assets/targets/lh_hh_trNM_plinko_0002/recording.mp4,lh_hh_trNM_plinko_0002,goal_4,False,assets/targets/lh_hh_trNM_plinko_0002/base1blue.jpg,assets/targets/lh_hh_trNM_plinko_0002/col11red.jpg,blue,1,col1,1,bottombump_0,definite,67dd46602623d4bf857f7fa2,12,62,1
0,68596,37,assets/targets/lh_hh_trNM_plinko_0002/img.jpg,assets/targets/lh_hh_trNM_plinko_0002/recording.mp4,lh_hh_trNM_plinko_0002,goal_4,False,assets/targets/lh_hh_trNM_plinko_0002/base1blue.jpg,assets/targets/lh_hh_trNM_plinko_0002/col1red.jpg,blue,1,col1,0,bottombump_0,definite,67e40bab848c22a30914c34c,13,37,0
1,13585,58,assets/targets/lh_hh_plinko_0003/img.jpg,assets/targets/lh_hh_plinko_0003/recording.mp4,lh_hh_plinko_0003,goal_4,False,assets/targets/lh_hh_plinko_0003/base1blue.jpg,assets/targets/lh_hh_plinko_0003/col11red.jpg,blue,1,col1,1,topbump_1,NA,67e40bab848c22a30914c34c,8,58,1
2,33477,58,assets/targets/hh_hl_unlink_plinko_0246/img.jpg,assets/targets/hh_hl_unlink_plinko_0246/recording.mp4,hh_hl_unlink_plinko_0246,goal_2,False,assets/targets/hh_hl_unlink_plinko_0246/base2blue.jpg,assets/targets/hh_hl_unlink_plinko_0246/col2red.jpg,blue,1,col2,0,bump_4,maybe,67e40bab848c22a30914c34c,8,58,1
3,16590,58,assets/targets/lh_ll_unlink_plinko_0000/img.jpg,assets/targets/lh_ll_unlink_plinko_0000/recording.mp4,lh_ll_unlink_plinko_0000,goal_3,False,assets/targets/lh_ll_unlink_plinko_0000/base1red.jpg,assets/targets/lh_ll_unlink_plinko_0000/col1blue.jpg,red,0,col1,0,topbump_0,maybe,67e40bab848c22a30914c34c,8,42,0
4,20216,62,assets/targets/hh_hl_unlink_plinko_0202/img.jpg,assets/targets/hh_hl_unlink_plinko_0202/recording.mp4,hh_hl_unlink_plinko_0202,goal_0,False,assets/targets/hh_hl_unlink_plinko_0202/base2red.jpg,assets/targets/hh_hl_unlink_plinko_0202/col2blue.jpg,red,0,col2,0,bump_4,maybe,67e40bab848c22a30914c34c,12,38,0
5,14848,38,assets/targets/lh_hh_trNM_plinko_0000/img.jpg,assets/targets/lh_hh_trNM_plinko_0000/recording.mp4,lh_hh_trNM_plinko_0000,goal_0,False,assets/targets/lh_hh_trNM_plinko_0000/base1red.jpg,assets/targets/lh_hh_trNM_plinko_0000/col11blue.jpg,red,0,col1,1,bottombump_0,definite,67e40bab848c22a30914c34c,12,62,1
6,29565,59,assets/targets/lh_ll_unlink_plinko_0002/img.jpg,assets/targets/lh_ll_unlink_plinko_0002/recording.mp4,lh_ll_unlink_plinko_0002,goal_1,False,assets/targets/lh_ll_unlink_plinko_0002/base1blue.jpg,assets/targets/lh_ll_unlink_plinko_0002/col1red.jpg,blue,1,col1,0,topbump_2,NA,67e40bab848c22a30914c34c,9,59,1
7,24744,59,assets/targets/hh_hl_unlink_plinko_0269/img.jpg,assets/targets/hh_hl_unlink_plinko_0269/recording.mp4,hh_hl_unlink_plinko_0269,goal_3,False,assets/targets/hh_hl_unlink_plinko_0269/base2blue.jpg,assets/targets/hh_hl_unlink_plinko_0269/col2red.jpg,blue,1,col2,0,topbump_3,maybe,67e40bab848c22a30914c34c,9,59,1
8,17881,44,assets/targets/lh_hh_plinko_0002/img.jpg,assets/targets/lh_hh_plinko_0002/recording.mp4,lh_hh_plinko_0002,goal_2,False,assets/targets/lh_hh_plinko_0002/base1blue.jpg,assets/targets/lh_hh_plinko_0002/col1red.jpg,blue,1,col1,0,bottombump_0,definite,67e40bab848c22a30914c34c,6,44,0
9,22689,58,assets/targets/lh_hh_plinko_0001/img.jpg,assets/targets/lh_hh_plinko_0001/recording.mp4,lh_hh_plinko_0001,goal_3,False,assets/targets/lh_hh_plinko_0001/base1red.jpg,assets/targets/lh_hh_plinko_0001/col1blue.jpg,red,0,col1,0,topbump_0,NA,67e40bab848c22a30914c34c,8,42,0
10,18006,62,assets/targets/lh_ll_unlink_plinko_0001/img.jpg,assets/targets/lh_ll_unlink_plinko_0001/recording.mp4,lh_ll_unlink_plinko_0001,goal_1,False,assets/targets/lh_ll_unlink_plinko_0001/base1blue.jpg,assets/targets/lh_ll_unlink_plinko_0001/col1red.jpg,blue,1,col1,0,bump_5,NA,67e40bab848c22a30914c34c,12,62,1
11,27873,58,assets/targets/hh_hl_unlink_plinko_0240/img.jpg,assets/targets/hh_hl_unlink_plinko_0240/recording.mp4,hh_hl_unlink_plinko_0240,goal_0,False,assets/targets/hh_hl_unlink_plinko_0240/base2red.jpg,assets/targets/hh_hl_unlink_plinko_0240/col21blue.jpg,red,0,col2,1,bottombump_1,maybe,67e40bab848c22a30914c34c,8,42,0
12,14514,58,assets/targets/hh_hl_unlink_plinko_0393/img.jpg,assets/targets/hh_hl_unlink_plinko_0393/recording.mp4,hh_hl_unlink_plinko_0393,goal_2,False,assets/targets/hh_hl_unlink_plinko_0393/base1blue.jpg,assets/targets/hh_hl_unlink_plinko_0393/col11red.jpg,blue,1,col1,1,bottombump_2,maybe,67e40bab848c22a30914c34c,8,58,1
13,18463,63,assets/targets/lh_hh_trNM_plinko_0001/img.jpg,assets/targets/lh_hh_trNM_plinko_0001/recording.mp4,lh_hh_trNM_plinko_0001,goal_2,False,assets/targets/lh_hh_trNM_plinko_0001/base1red.jpg,assets/targets/lh_hh_trNM_plinko_0001/col1blue.jpg,red,0,col1,0,topbump_0,NA,67e40bab848c22a30914c34c,13,37,0
14,27837,62,assets/targets/lh_hh_plinko_0000/img.jpg,assets/targets/lh_hh_plinko_0000/recording.mp4,lh_hh_plinko_0000,goal_0,False,assets/targets/lh_hh_plinko_0000/base1red.jpg,assets/targets/lh_hh_plinko_0000/col1blue.jpg,red,0,col1,0,topbump_3,NA,67e40bab848c22a30914c34c,12,38,0
0,6021,36,assets/targets/hh_hl_unlink_plinko_0393/img.jpg,assets/targets/hh_hl_unlink_plinko_0393/recording.mp4,hh_hl_unlink_plinko_0393,goal_2,False,assets/targets/hh_hl_unlink_plinko_0393/base2red.jpg,assets/targets/hh_hl_unlink_plinko_0393/col21blue.jpg,red,0,col2,1,bottombump_3,maybe,67cb51b23d74b436185a20eb,14,64,1
1,39317,64,assets/targets/lh_hh_plinko_0001/img.jpg,assets/targets/lh_hh_plinko_0001/recording.mp4,lh_hh_plinko_0001,goal_3,False,assets/targets/lh_hh_plinko_0001/base1red.jpg,assets/targets/lh_hh_plinko_0001/col1blue.jpg,red,0,col1,0,topbump_0,NA,67cb51b23d74b436185a20eb,14,36,0
2,23344,64,assets/targets/lh_hh_plinko_0000/img.jpg,assets/targets/lh_hh_plinko_0000/recording.mp4,lh_hh_plinko_0000,goal_0,False,assets/targets/lh_hh_plinko_0000/base1red.jpg,assets/targets/lh_hh_plinko_0000/col11blue.jpg,red,0,col1,1,topbump_3,NA,67cb51b23d74b436185a20eb,14,36,0
3,16933,65,assets/targets/hh_hl_unlink_plinko_0240/img.jpg,assets/targets/hh_hl_unlink_plinko_0240/recording.mp4,hh_hl_unlink_plinko_0240,goal_0,False,assets/targets/hh_hl_unlink_plinko_0240/base2red.jpg,assets/targets/hh_hl_unlink_plinko_0240/col21blue.jpg,red,0,col2,1,bottombump_1,maybe,67cb51b23d74b436185a20eb,15,35,0
4,12461,35,assets/targets/lh_hh_trNM_plinko_0000/img.jpg,assets/targets/lh_hh_trNM_plinko_0000/recording.mp4,lh_hh_trNM_plinko_0000,goal_0,False,assets/targets/lh_hh_trNM_plinko_0000/base1red.jpg,assets/targets/lh_hh_trNM_plinko_0000/col11blue.jpg,red,0,col1,1,bottombump_0,definite,67cb51b23d74b436185a20eb,15,65,1
5,15629,33,assets/targets/hh_hl_unlink_plinko_0246/img.jpg,assets/targets/hh_hl_unlink_plinko_0246/recording.mp4,hh_hl_unlink_plinko_0246,goal_2,False,assets/targets/hh_hl_unlink_plinko_0246/base2blue.jpg,assets/targets/hh_hl_unlink_plinko_0246/col21red.jpg,blue,1,col2,1,bump_4,maybe,67cb51b23d74b436185a20eb,17,33,0
6,35745,62,assets/targets/lh_ll_unlink_plinko_0000/img.jpg,assets/targets/lh_ll_unlink_plinko_0000/recording.mp4,lh_ll_unlink_plinko_0000,goal_3,False,assets/targets/lh_ll_unlink_plinko_0000/base1blue.jpg,assets/targets/lh_ll_unlink_plinko_0000/col11red.jpg,blue,1,col1,1,topbump_0,maybe,67cb51b23d74b436185a20eb,12,62,1
7,45762,40,assets/targets/hh_hl_unlink_plinko_0202/img.jpg,assets/targets/hh_hl_unlink_plinko_0202/recording.mp4,hh_hl_unlink_plinko_0202,goal_0,False,assets/targets/hh_hl_unlink_plinko_0202/base2red.jpg,assets/targets/hh_hl_unlink_plinko_0202/col2blue.jpg,red,0,col2,0,bump_4,maybe,67cb51b23d74b436185a20eb,10,60,1
8,11468,49,assets/targets/lh_hh_plinko_0002/img.jpg,assets/targets/lh_hh_plinko_0002/recording.mp4,lh_hh_plinko_0002,goal_2,False,assets/targets/lh_hh_plinko_0002/base1red.jpg,assets/targets/lh_hh_plinko_0002/col11blue.jpg,red,0,col1,1,bottombump_0,definite,67cb51b23d74b436185a20eb,1,51,1
9,24752,50,assets/targets/lh_hh_trNM_plinko_0001/img.jpg,assets/targets/lh_hh_trNM_plinko_0001/recording.mp4,lh_hh_trNM_plinko_0001,goal_2,False,assets/targets/lh_hh_trNM_plinko_0001/base1blue.jpg,assets/targets/lh_hh_trNM_plinko_0001/col11red.jpg,blue,1,col1,1,topbump_0,NA,67cb51b23d74b436185a20eb,0,50,0
10,11884,49,assets/targets/lh_ll_unlink_plinko_0002/img.jpg,assets/targets/lh_ll_unlink_plinko_0002/recording.mp4,lh_ll_unlink_plinko_0002,goal_1,False,assets/targets/lh_ll_unlink_plinko_0002/base1blue.jpg,assets/targets/lh_ll_unlink_plinko_0002/col11red.jpg,blue,1,col1,1,topbump_2,NA,67cb51b23d74b436185a20eb,1,49,0
11,14360,61,assets/targets/lh_hh_trNM_plinko_0002/img.jpg,assets/targets/lh_hh_trNM_plinko_0002/recording.mp4,lh_hh_trNM_plinko_0002,goal_4,False,assets/targets/lh_hh_trNM_plinko_0002/base1red.jpg,assets/targets/lh_hh_trNM_plinko_0002/col11blue.jpg,red,0,col1,1,bottombump_0,definite,67cb51b23d74b436185a20eb,11,39,0
12,20865,57,assets/targets/lh_hh_plinko_0003/img.jpg,assets/targets/lh_hh_plinko_0003/recording.mp4,lh_hh_plinko_0003,goal_4,False,assets/targets/lh_hh_plinko_0003/base1red.jpg,assets/targets/lh_hh_plinko_0003/col11blue.jpg,red,0,col1,1,topbump_1,NA,67cb51b23d74b436185a20eb,7,43,0
13,162127,64,assets/targets/hh_hl_unlink_plinko_0269/img.jpg,assets/targets/hh_hl_unlink_plinko_0269/recording.mp4,hh_hl_unlink_plinko_0269,goal_3,False,assets/targets/hh_hl_unlink_plinko_0269/base1red.jpg,assets/targets/hh_hl_unlink_plinko_0269/col11blue.jpg,red,0,col1,1,topbump_1,maybe,67cb51b23d74b436185a20eb,14,36,0
14,15175,70,assets/targets/lh_ll_unlink_plinko_0001/img.jpg,assets/targets/lh_ll_unlink_plinko_0001/recording.mp4,lh_ll_unlink_plinko_0001,goal_1,False,assets/targets/lh_ll_unlink_plinko_0001/base1red.jpg,assets/targets/lh_ll_unlink_plinko_0001/col11blue.jpg,red,0,col1,1,bump_5,NA,67cb51b23d74b436185a20eb,20,30,0
0,25216,100,assets/targets/hh_hl_unlink_plinko_0240/img.jpg,assets/targets/hh_hl_unlink_plinko_0240/recording.mp4,hh_hl_unlink_plinko_0240,goal_0,False,assets/targets/hh_hl_unlink_plinko_0240/base2red.jpg,assets/targets/hh_hl_unlink_plinko_0240/col2blue.jpg,red,0,col2,0,bottombump_1,maybe,5dc474fd45b8f933f16d6241,50,0,0
1,6740,0,assets/targets/lh_hh_trNM_plinko_0000/img.jpg,assets/targets/lh_hh_trNM_plinko_0000/recording.mp4,lh_hh_trNM_plinko_0000,goal_0,False,assets/targets/lh_hh_trNM_plinko_0000/base1red.jpg,assets/targets/lh_hh_trNM_plinko_0000/col11blue.jpg,red,0,col1,1,bottombump_0,definite,5dc474fd45b8f933f16d6241,50,100,1
2,5191,100,assets/targets/hh_hl_unlink_plinko_0202/img.jpg,assets/targets/hh_hl_unlink_plinko_0202/recording.mp4,hh_hl_unlink_plinko_0202,goal_0,False,assets/targets/hh_hl_unlink_plinko_0202/base1blue.jpg,assets/targets/hh_hl_unlink_plinko_0202/col11red.jpg,blue,1,col1,1,bottombump_0,maybe,5dc474fd45b8f933f16d6241,50,100,1
3,6360,100,assets/targets/lh_hh_plinko_0003/img.jpg,assets/targets/lh_hh_plinko_0003/recording.mp4,lh_hh_plinko_0003,goal_4,False,assets/targets/lh_hh_plinko_0003/base1blue.jpg,assets/targets/lh_hh_plinko_0003/col1red.jpg,blue,1,col1,0,topbump_1,NA,5dc474fd45b8f933f16d6241,50,100,1
4,3699,50,assets/targets/hh_hl_unlink_plinko_0246/img.jpg,assets/targets/hh_hl_unlink_plinko_0246/recording.mp4,hh_hl_unlink_plinko_0246,goal_2,False,assets/targets/hh_hl_unlink_plinko_0246/base1blue.jpg,assets/targets/hh_hl_unlink_plinko_0246/col1red.jpg,blue,1,col1,0,bump_6,maybe,5dc474fd45b8f933f16d6241,0,50,0
5,5635,0,assets/targets/lh_ll_unlink_plinko_0002/img.jpg,assets/targets/lh_ll_unlink_plinko_0002/recording.mp4,lh_ll_unlink_plinko_0002,goal_1,False,assets/targets/lh_ll_unlink_plinko_0002/base1red.jpg,assets/targets/lh_ll_unlink_plinko_0002/col11blue.jpg,red,0,col1,1,topbump_2,NA,5dc474fd45b8f933f16d6241,50,100,1
6,4735,0,assets/targets/lh_ll_unlink_plinko_0000/img.jpg,assets/targets/lh_ll_unlink_plinko_0000/recording.mp4,lh_ll_unlink_plinko_0000,goal_3,False,assets/targets/lh_ll_unlink_plinko_0000/base1red.jpg,assets/targets/lh_ll_unlink_plinko_0000/col1blue.jpg,red,0,col1,0,topbump_0,maybe,5dc474fd45b8f933f16d6241,50,100,1
7,4559,100,assets/targets/lh_hh_plinko_0001/img.jpg,assets/targets/lh_hh_plinko_0001/recording.mp4,lh_hh_plinko_0001,goal_3,False,assets/targets/lh_hh_plinko_0001/base1blue.jpg,assets/targets/lh_hh_plinko_0001/col1red.jpg,blue,1,col1,0,topbump_0,NA,5dc474fd45b8f933f16d6241,50,100,1
8,3745,100,assets/targets/lh_ll_unlink_plinko_0001/img.jpg,assets/targets/lh_ll_unlink_plinko_0001/recording.mp4,lh_ll_unlink_plinko_0001,goal_1,False,assets/targets/lh_ll_unlink_plinko_0001/base1blue.jpg,assets/targets/lh_ll_unlink_plinko_0001/col1red.jpg,blue,1,col1,0,bump_5,NA,5dc474fd45b8f933f16d6241,50,100,1
9,7028,0,assets/targets/hh_hl_unlink_plinko_0269/img.jpg,assets/targets/hh_hl_unlink_plinko_0269/recording.mp4,hh_hl_unlink_plinko_0269,goal_3,False,assets/targets/hh_hl_unlink_plinko_0269/base1red.jpg,assets/targets/hh_hl_unlink_plinko_0269/col1blue.jpg,red,0,col1,0,topbump_1,maybe,5dc474fd45b8f933f16d6241,50,100,1
10,4600,0,assets/targets/lh_hh_plinko_0002/img.jpg,assets/targets/lh_hh_plinko_0002/recording.mp4,lh_hh_plinko_0002,goal_2,False,assets/targets/lh_hh_plinko_0002/base1red.jpg,assets/targets/lh_hh_plinko_0002/col1blue.jpg,red,0,col1,0,bottombump_0,definite,5dc474fd45b8f933f16d6241,50,100,1
11,4123,0,assets/targets/lh_hh_plinko_0000/img.jpg,assets/targets/lh_hh_plinko_0000/recording.mp4,lh_hh_plinko_0000,goal_0,False,assets/targets/lh_hh_plinko_0000/base1red.jpg,assets/targets/lh_hh_plinko_0000/col1blue.jpg,red,0,col1,0,topbump_3,NA,5dc474fd45b8f933f16d6241,50,100,1
12,3844,50,assets/targets/hh_hl_unlink_plinko_0393/img.jpg,assets/targets/hh_hl_unlink_plinko_0393/recording.mp4,hh_hl_unlink_plinko_0393,goal_2,False,assets/targets/hh_hl_unlink_plinko_0393/base2blue.jpg,assets/targets/hh_hl_unlink_plinko_0393/col2red.jpg,blue,1,col2,0,bottombump_3,maybe,5dc474fd45b8f933f16d6241,0,50,0
