alpha_d,alpha_h,decay,r2
0.0,-1.0,0.09999999999999999,0.656736381655744
0.0,-1.0,0.11849068510006666,0.6755860260695424
0.0,-1.0,0.1404004245548316,0.6939353887221363
0.0,-1.0,0.16636142493842218,0.6857543161792865
0.0,-1.0,0.1971227921517696,0.7040821001520866
0.0,-1.0,0.23357214690901223,0.7150006693460507
0.0,-1.0,0.2767612370754227,0.7290011379065479
0.0,-1.0,0.32793628590208806,0.6978378331045947
0.0,-1.0,0.3885739518570975,0.7093749208045796
0.0,-1.0,0.460423937675878,0.7246146803849446
0.0,-1.0,0.5455594781168519,0.7045463604329629
0.0,-1.0,0.646437163249006,0.711269364547642
0.0,-1.0,0.7659678234751834,0.6502515733241936
0.0,-1.0,0.907600521681814,0.637928644858984
0.0,-1.0,1.0754220761125606,0.6054924473029424
0.0,-1.0,1.2742749857031335,0.5374690769770712
0.0,-1.0,1.5098971606184193,0.5190653033802024
0.0,-1.0,1.789087489923219,0.46578744813462314
0.0,-1.0,2.1199020238496082,0.4025580868529692
0.0,-1.0,2.51188643150958,0.35841743669312925
0.0,-0.736842105263158,0.09999999999999999,0.693306385482785
0.0,-0.736842105263158,0.11849068510006666,0.7263672838893777
0.0,-0.736842105263158,0.1404004245548316,0.685584993889322
0.0,-0.736842105263158,0.16636142493842218,0.682444407714023
0.0,-0.736842105263158,0.1971227921517696,0.7302026619285537
0.0,-0.736842105263158,0.23357214690901223,0.7263870038146136
0.0,-0.736842105263158,0.2767612370754227,0.7391544644242617
0.0,-0.736842105263158,0.32793628590208806,0.7436521442408369
0.0,-0.736842105263158,0.3885739518570975,0.6973052705486884
0.0,-0.736842105263158,0.460423937675878,0.7054231885462463
0.0,-0.736842105263158,0.5455594781168519,0.7132708770962489
0.0,-0.736842105263158,0.646437163249006,0.6893467940686564
0.0,-0.736842105263158,0.7659678234751834,0.6494341420232659
0.0,-0.736842105263158,0.907600521681814,0.6550738712345684
0.0,-0.736842105263158,1.0754220761125606,0.5786809608534195
0.0,-0.736842105263158,1.2742749857031335,0.5321048337641304
0.0,-0.736842105263158,1.5098971606184193,0.4983849586144457
0.0,-0.736842105263158,1.789087489923219,0.43994480526390783
0.0,-0.736842105263158,2.1199020238496082,0.3849883550981872
0.0,-0.736842105263158,2.51188643150958,0.3549768881846318
0.0,-0.4736842105263158,0.09999999999999999,0.7313072673686869
0.0,-0.4736842105263158,0.11849068510006666,0.728804885879885
0.0,-0.4736842105263158,0.1404004245548316,0.7063111436999364
0.0,-0.4736842105263158,0.16636142493842218,0.6994556058030482
0.0,-0.4736842105263158,0.1971227921517696,0.743180967479039
0.0,-0.4736842105263158,0.23357214690901223,0.7301053662512126
0.0,-0.4736842105263158,0.2767612370754227,0.7292211496451683
0.0,-0.4736842105263158,0.32793628590208806,0.6995513335754371
0.0,-0.4736842105263158,0.3885739518570975,0.7001282298555107
0.0,-0.4736842105263158,0.460423937675878,0.6947602526571243
0.0,-0.4736842105263158,0.5455594781168519,0.6727927284061235
0.0,-0.4736842105263158,0.646437163249006,0.661705819109368
0.0,-0.4736842105263158,0.7659678234751834,0.6354627971873463
0.0,-0.4736842105263158,0.907600521681814,0.5866354742742645
0.0,-0.4736842105263158,1.0754220761125606,0.5622889997200852
0.0,-0.4736842105263158,1.2742749857031335,0.49853447920493876
0.0,-0.4736842105263158,1.5098971606184193,0.4657874110392557
0.0,-0.4736842105263158,1.789087489923219,0.39596335474749667
0.0,-0.4736842105263158,2.1199020238496082,0.3521135057202808
0.0,-0.4736842105263158,2.51188643150958,0.3336004619080865
0.0,-0.21052631578947367,0.09999999999999999,0.6196807669859045
0.0,-0.21052631578947367,0.11849068510006666,0.6188210636389756
0.0,-0.21052631578947367,0.1404004245548316,0.6317465692055088
0.0,-0.21052631578947367,0.16636142493842218,0.6133336383938307
0.0,-0.21052631578947367,0.1971227921517696,0.6421724069286185
0.0,-0.21052631578947367,0.23357214690901223,0.6169661050977227
0.0,-0.21052631578947367,0.2767612370754227,0.6294729318704081
0.0,-0.21052631578947367,0.32793628590208806,0.6194593033803107
0.0,-0.21052631578947367,0.3885739518570975,0.5912479319195373
0.0,-0.21052631578947367,0.460423937675878,0.6150504479011609
0.0,-0.21052631578947367,0.5455594781168519,0.5574765402072533
0.0,-0.21052631578947367,0.646437163249006,0.5363913142443562
0.0,-0.21052631578947367,0.7659678234751834,0.5312025571733697
0.0,-0.21052631578947367,0.907600521681814,0.493874482778211
0.0,-0.21052631578947367,1.0754220761125606,0.45219997426804837
0.0,-0.21052631578947367,1.2742749857031335,0.42388718273057735
0.0,-0.21052631578947367,1.5098971606184193,0.3913016791359966
0.0,-0.21052631578947367,1.789087489923219,0.3435844659010938
0.0,-0.21052631578947367,2.1199020238496082,0.3175554596325138
0.0,-0.21052631578947367,2.51188643150958,0.2942172460532939
0.0,0.05263157894736836,0.09999999999999999,0.3917497998807637
0.0,0.05263157894736836,0.11849068510006666,0.39398670747129944
0.0,0.05263157894736836,0.1404004245548316,0.4181957611403839
0.0,0.05263157894736836,0.16636142493842218,0.42236586421463823
0.0,0.05263157894736836,0.1971227921517696,0.41060067995157085
0.0,0.05263157894736836,0.23357214690901223,0.4357208757494053
0.0,0.05263157894736836,0.2767612370754227,0.4190016352106737
0.0,0.05263157894736836,0.32793628590208806,0.430442611700169
0.0,0.05263157894736836,0.3885739518570975,0.4364547873707218
0.0,0.05263157894736836,0.460423937675878,0.43360139674087267
0.0,0.05263157894736836,0.5455594781168519,0.4293959584896423
0.0,0.05263157894736836,0.646437163249006,0.4235044934521335
0.0,0.05263157894736836,0.7659678234751834,0.41709876387511924
0.0,0.05263157894736836,0.907600521681814,0.3897721148328937
0.0,0.05263157894736836,1.0754220761125606,0.37449216606976815
0.0,0.05263157894736836,1.2742749857031335,0.3541520963024037
0.0,0.05263157894736836,1.5098971606184193,0.32921905166441284
0.0,0.05263157894736836,1.789087489923219,0.3115837369275652
0.0,0.05263157894736836,2.1199020238496082,0.2919075695252284
0.0,0.05263157894736836,2.51188643150958,0.2725508289890144
0.0,0.3157894736842104,0.09999999999999999,0.2734393482356079
0.0,0.3157894736842104,0.11849068510006666,0.26552466681619735
0.0,0.3157894736842104,0.1404004245548316,0.28325168187483896
0.0,0.3157894736842104,0.16636142493842218,0.29379525099927717
0.0,0.3157894736842104,0.1971227921517696,0.28102362758375404
0.0,0.3157894736842104,0.23357214690901223,0.29655205535443585
0.0,0.3157894736842104,0.2767612370754227,0.3272658658325144
0.0,0.3157894736842104,0.32793628590208806,0.32214841948635675
0.0,0.3157894736842104,0.3885739518570975,0.3198066989020928
0.0,0.3157894736842104,0.460423937675878,0.335509066170308
0.0,0.3157894736842104,0.5455594781168519,0.33275086101791174
0.0,0.3157894736842104,0.646437163249006,0.33946248774620946
0.0,0.3157894736842104,0.7659678234751834,0.3353835475999782
0.0,0.3157894736842104,0.907600521681814,0.3280130920564682
0.0,0.3157894736842104,1.0754220761125606,0.3261130307149635
0.0,0.3157894736842104,1.2742749857031335,0.32126189462144084
0.0,0.3157894736842104,1.5098971606184193,0.30069802880751895
0.0,0.3157894736842104,1.789087489923219,0.28605720425662334
0.0,0.3157894736842104,2.1199020238496082,0.2751677830772377
0.0,0.3157894736842104,2.51188643150958,0.2570410450113014
0.0,0.5789473684210527,0.09999999999999999,0.23025602973081183
0.0,0.5789473684210527,0.11849068510006666,0.2343258996643203
0.0,0.5789473684210527,0.1404004245548316,0.2120940204097252
0.0,0.5789473684210527,0.16636142493842218,0.2355228686232669
0.0,0.5789473684210527,0.1971227921517696,0.23571754545795792
0.0,0.5789473684210527,0.23357214690901223,0.26644658302307267
0.0,0.5789473684210527,0.2767612370754227,0.26368179564421335
0.0,0.5789473684210527,0.32793628590208806,0.2701473464667946
0.0,0.5789473684210527,0.3885739518570975,0.2764085631181205
0.0,0.5789473684210527,0.460423937675878,0.27880906366854524
0.0,0.5789473684210527,0.5455594781168519,0.2793097936092647
0.0,0.5789473684210527,0.646437163249006,0.3080698737467688
0.0,0.5789473684210527,0.7659678234751834,0.30644141810780084
0.0,0.5789473684210527,0.907600521681814,0.3019387478900199
0.0,0.5789473684210527,1.0754220761125606,0.30263747309030586
0.0,0.5789473684210527,1.2742749857031335,0.2954407999786692
0.0,0.5789473684210527,1.5098971606184193,0.28577812237728295
0.0,0.5789473684210527,1.789087489923219,0.2751175643118968
0.0,0.5789473684210527,2.1199020238496082,0.26345136066479813
0.0,0.5789473684210527,2.51188643150958,0.2512757510519131
0.0,0.8421052631578947,0.09999999999999999,0.19182054260917197
0.0,0.8421052631578947,0.11849068510006666,0.22004821286375453
0.0,0.8421052631578947,0.1404004245548316,0.20371485180359292
0.0,0.8421052631578947,0.16636142493842218,0.19644337311237609
0.0,0.8421052631578947,0.1971227921517696,0.23684296384488399
0.0,0.8421052631578947,0.23357214690901223,0.23352213084185774
0.0,0.8421052631578947,0.2767612370754227,0.2453806070482733
0.0,0.8421052631578947,0.32793628590208806,0.2415872119718043
0.0,0.8421052631578947,0.3885739518570975,0.2522012690178185
0.0,0.8421052631578947,0.460423937675878,0.26366946667166047
0.0,0.8421052631578947,0.5455594781168519,0.27240125024516587
0.0,0.8421052631578947,0.646437163249006,0.27996655862279834
0.0,0.8421052631578947,0.7659678234751834,0.27989833465169556
0.0,0.8421052631578947,0.907600521681814,0.2883837688709111
0.0,0.8421052631578947,1.0754220761125606,0.29273335847219595
0.0,0.8421052631578947,1.2742749857031335,0.2861104890291892
0.0,0.8421052631578947,1.5098971606184193,0.28113546157586516
0.0,0.8421052631578947,1.789087489923219,0.2630271180636402
0.0,0.8421052631578947,2.1199020238496082,0.25967946069543957
0.0,0.8421052631578947,2.51188643150958,0.24848501901951775
0.0,1.1052631578947367,0.09999999999999999,0.20508209280965525
0.0,1.1052631578947367,0.11849068510006666,0.20326569102582387
0.0,1.1052631578947367,0.1404004245548316,0.20802132117799932
0.0,1.1052631578947367,0.16636142493842218,0.18496393671343134
0.0,1.1052631578947367,0.1971227921517696,0.2120228860039788
0.0,1.1052631578947367,0.23357214690901223,0.2294392933843981
0.0,1.1052631578947367,0.2767612370754227,0.21775308324450984
0.0,1.1052631578947367,0.32793628590208806,0.21148986133360975
0.0,1.1052631578947367,0.3885739518570975,0.2274130039981297
0.0,1.1052631578947367,0.460423937675878,0.2444451983979152
0.0,1.1052631578947367,0.5455594781168519,0.2595783441275201
0.0,1.1052631578947367,0.646437163249006,0.26602161244450884
0.0,1.1052631578947367,0.7659678234751834,0.26534909091804293
0.0,1.1052631578947367,0.907600521681814,0.2841855713933409
0.0,1.1052631578947367,1.0754220761125606,0.28220196323929386
0.0,1.1052631578947367,1.2742749857031335,0.2783851391641911
0.0,1.1052631578947367,1.5098971606184193,0.27820037508128026
0.0,1.1052631578947367,1.789087489923219,0.26463898269504194
0.0,1.1052631578947367,2.1199020238496082,0.25431688914083583
0.0,1.1052631578947367,2.51188643150958,0.24557685134959087
0.0,1.3684210526315788,0.09999999999999999,0.19172577148879696
0.0,1.3684210526315788,0.11849068510006666,0.19351081358651007
0.0,1.3684210526315788,0.1404004245548316,0.1856435721449538
0.0,1.3684210526315788,0.16636142493842218,0.20080257232193108
0.0,1.3684210526315788,0.1971227921517696,0.18070145368248253
0.0,1.3684210526315788,0.23357214690901223,0.19318688313145757
0.0,1.3684210526315788,0.2767612370754227,0.1988880551160544
0.0,1.3684210526315788,0.32793628590208806,0.20813348124725395
0.0,1.3684210526315788,0.3885739518570975,0.2246437693227168
0.0,1.3684210526315788,0.460423937675878,0.23164791264662501
0.0,1.3684210526315788,0.5455594781168519,0.2614766415713492
0.0,1.3684210526315788,0.646437163249006,0.2659565010487897
0.0,1.3684210526315788,0.7659678234751834,0.2699949349089719
0.0,1.3684210526315788,0.907600521681814,0.27714845257966575
0.0,1.3684210526315788,1.0754220761125606,0.2821959545991678
0.0,1.3684210526315788,1.2742749857031335,0.2751695575895713
0.0,1.3684210526315788,1.5098971606184193,0.26952997232300185
0.0,1.3684210526315788,1.789087489923219,0.2620229222891513
0.0,1.3684210526315788,2.1199020238496082,0.2529249948434862
0.0,1.3684210526315788,2.51188643150958,0.2454729534005317
0.0,1.6315789473684208,0.09999999999999999,0.17888639903943893
0.0,1.6315789473684208,0.11849068510006666,0.1925474478324741
0.0,1.6315789473684208,0.1404004245548316,0.17745073296364205
0.0,1.6315789473684208,0.16636142493842218,0.2008227308570902
0.0,1.6315789473684208,0.1971227921517696,0.19247181119969456
0.0,1.6315789473684208,0.23357214690901223,0.19896721207925652
0.0,1.6315789473684208,0.2767612370754227,0.20079502827671497
0.0,1.6315789473684208,0.32793628590208806,0.2254789795570076
0.0,1.6315789473684208,0.3885739518570975,0.23861586926393782
0.0,1.6315789473684208,0.460423937675878,0.2370960341308737
0.0,1.6315789473684208,0.5455594781168519,0.24726982821965648
0.0,1.6315789473684208,0.646437163249006,0.257512990600581
0.0,1.6315789473684208,0.7659678234751834,0.26172306235851817
0.0,1.6315789473684208,0.907600521681814,0.2764376405493912
0.0,1.6315789473684208,1.0754220761125606,0.2704378497727745
0.0,1.6315789473684208,1.2742749857031335,0.27223153457843163
0.0,1.6315789473684208,1.5098971606184193,0.2624644535671278
0.0,1.6315789473684208,1.789087489923219,0.26094506215725294
0.0,1.6315789473684208,2.1199020238496082,0.253215529101359
0.0,1.6315789473684208,2.51188643150958,0.24122027318769937
0.0,1.8947368421052628,0.09999999999999999,0.15850807568414552
0.0,1.8947368421052628,0.11849068510006666,0.18696495213318076
0.0,1.8947368421052628,0.1404004245548316,0.1789338488173278
0.0,1.8947368421052628,0.16636142493842218,0.171146284802962
0.0,1.8947368421052628,0.1971227921517696,0.18704597465151918
0.0,1.8947368421052628,0.23357214690901223,0.19217855028929082
0.0,1.8947368421052628,0.2767612370754227,0.1973498811271312
0.0,1.8947368421052628,0.32793628590208806,0.2106554711590217
0.0,1.8947368421052628,0.3885739518570975,0.22422234952310222
0.0,1.8947368421052628,0.460423937675878,0.2334877062208287
0.0,1.8947368421052628,0.5455594781168519,0.24234962264418358
0.0,1.8947368421052628,0.646437163249006,0.2710675047661594
0.0,1.8947368421052628,0.7659678234751834,0.27142953733099145
0.0,1.8947368421052628,0.907600521681814,0.261775306561967
0.0,1.8947368421052628,1.0754220761125606,0.263638177381784
0.0,1.8947368421052628,1.2742749857031335,0.27734282714018266
0.0,1.8947368421052628,1.5098971606184193,0.2664066137895195
0.0,1.8947368421052628,1.789087489923219,0.26134530932414135
0.0,1.8947368421052628,2.1199020238496082,0.24911637623237398
0.0,1.8947368421052628,2.51188643150958,0.24109311613308662
0.0,2.1578947368421053,0.09999999999999999,0.17296055482827152
0.0,2.1578947368421053,0.11849068510006666,0.16491554432726063
0.0,2.1578947368421053,0.1404004245548316,0.1728970399267176
0.0,2.1578947368421053,0.16636142493842218,0.18033784173610945
0.0,2.1578947368421053,0.1971227921517696,0.17815724147996365
0.0,2.1578947368421053,0.23357214690901223,0.1956886386833816
0.0,2.1578947368421053,0.2767612370754227,0.21042200911284467
0.0,2.1578947368421053,0.32793628590208806,0.21863262031593622
0.0,2.1578947368421053,0.3885739518570975,0.21687227232989684
0.0,2.1578947368421053,0.460423937675878,0.23255690817048483
0.0,2.1578947368421053,0.5455594781168519,0.24567191749058587
0.0,2.1578947368421053,0.646437163249006,0.24396561912306353
0.0,2.1578947368421053,0.7659678234751834,0.25079553125618725
0.0,2.1578947368421053,0.907600521681814,0.26225765325066364
0.0,2.1578947368421053,1.0754220761125606,0.27221225229659646
0.0,2.1578947368421053,1.2742749857031335,0.26452372502309274
0.0,2.1578947368421053,1.5098971606184193,0.26470039971965126
0.0,2.1578947368421053,1.789087489923219,0.25729228660832193
0.0,2.1578947368421053,2.1199020238496082,0.25100969896408293
0.0,2.1578947368421053,2.51188643150958,0.2421255102482492
0.0,2.4210526315789473,0.09999999999999999,0.187800821877448
0.0,2.4210526315789473,0.11849068510006666,0.1762139070774034
0.0,2.4210526315789473,0.1404004245548316,0.17079625153580016
0.0,2.4210526315789473,0.16636142493842218,0.18967533728485245
0.0,2.4210526315789473,0.1971227921517696,0.18649048431028026
0.0,2.4210526315789473,0.23357214690901223,0.18559385742160753
0.0,2.4210526315789473,0.2767612370754227,0.21333968092728386
0.0,2.4210526315789473,0.32793628590208806,0.19520976236458765
0.0,2.4210526315789473,0.3885739518570975,0.21987130732507815
0.0,2.4210526315789473,0.460423937675878,0.22720941591945285
0.0,2.4210526315789473,0.5455594781168519,0.241047849349383
0.0,2.4210526315789473,0.646437163249006,0.23917619012505775
0.0,2.4210526315789473,0.7659678234751834,0.2580697019887795
0.0,2.4210526315789473,0.907600521681814,0.26366698988672826
0.0,2.4210526315789473,1.0754220761125606,0.2644234234334406
0.0,2.4210526315789473,1.2742749857031335,0.27485312159836733
0.0,2.4210526315789473,1.5098971606184193,0.26062752549708595
0.0,2.4210526315789473,1.789087489923219,0.2570359372349264
0.0,2.4210526315789473,2.1199020238496082,0.25143704352052937
0.0,2.4210526315789473,2.51188643150958,0.2425068676044253
0.0,2.6842105263157894,0.09999999999999999,0.16309651894188607
0.0,2.6842105263157894,0.11849068510006666,0.1443394959692788
0.0,2.6842105263157894,0.1404004245548316,0.160033710673902
0.0,2.6842105263157894,0.16636142493842218,0.15420147249008712
0.0,2.6842105263157894,0.1971227921517696,0.19434278428784235
0.0,2.6842105263157894,0.23357214690901223,0.18512251115339412
0.0,2.6842105263157894,0.2767612370754227,0.19752620504613855
0.0,2.6842105263157894,0.32793628590208806,0.20046151224795564
0.0,2.6842105263157894,0.3885739518570975,0.22474168455354568
0.0,2.6842105263157894,0.460423937675878,0.21580153524614515
0.0,2.6842105263157894,0.5455594781168519,0.23933411709628008
0.0,2.6842105263157894,0.646437163249006,0.2369054453660099
0.0,2.6842105263157894,0.7659678234751834,0.2481117483175271
0.0,2.6842105263157894,0.907600521681814,0.25949552196187664
0.0,2.6842105263157894,1.0754220761125606,0.25840646652801696
0.0,2.6842105263157894,1.2742749857031335,0.26778035629513036
