alpha_d,alpha_h,decay,r2
0.0,-1.0,0.09999999999999999,0.49621683241914016
0.0,-1.0,0.11849068510006666,0.46885723505298377
0.0,-1.0,0.1404004245548316,0.49805570037045727
0.0,-1.0,0.16636142493842218,0.5086285879342922
0.0,-1.0,0.1971227921517696,0.5440131344336531
0.0,-1.0,0.23357214690901223,0.5507310754170471
0.0,-1.0,0.2767612370754227,0.5698487225054578
0.0,-1.0,0.32793628590208806,0.5598394974110441
0.0,-1.0,0.3885739518570975,0.6071306179178184
0.0,-1.0,0.460423937675878,0.6124818184656773
0.0,-1.0,0.5455594781168519,0.6737015081670974
0.0,-1.0,0.646437163249006,0.6807193299182722
0.0,-1.0,0.7659678234751834,0.7211507246304826
0.0,-1.0,0.907600521681814,0.7218711902533281
0.0,-1.0,1.0754220761125606,0.7491381046867261
0.0,-1.0,1.2742749857031335,0.7371094277785417
0.0,-1.0,1.5098971606184193,0.6937447456073179
0.0,-1.0,1.789087489923219,0.6961318492382346
0.0,-1.0,2.1199020238496082,0.6766049825802047
0.0,-1.0,2.51188643150958,0.6524492239195839
0.0,-0.736842105263158,0.09999999999999999,0.5334665864241509
0.0,-0.736842105263158,0.11849068510006666,0.575935618992119
0.0,-0.736842105263158,0.1404004245548316,0.5914561949145432
0.0,-0.736842105263158,0.16636142493842218,0.5587291840218627
0.0,-0.736842105263158,0.1971227921517696,0.5707129913040629
0.0,-0.736842105263158,0.23357214690901223,0.5631492126589627
0.0,-0.736842105263158,0.2767612370754227,0.6220539093328643
0.0,-0.736842105263158,0.32793628590208806,0.6676684075211786
0.0,-0.736842105263158,0.3885739518570975,0.6974457457874838
0.0,-0.736842105263158,0.460423937675878,0.6944454808005889
0.0,-0.736842105263158,0.5455594781168519,0.7192243273209742
0.0,-0.736842105263158,0.646437163249006,0.7505507391712269
0.0,-0.736842105263158,0.7659678234751834,0.7651798543322202
0.0,-0.736842105263158,0.907600521681814,0.7688418545084088
0.0,-0.736842105263158,1.0754220761125606,0.7672754764920026
0.0,-0.736842105263158,1.2742749857031335,0.7529677995383645
0.0,-0.736842105263158,1.5098971606184193,0.7252525941270138
0.0,-0.736842105263158,1.789087489923219,0.7009766082737487
0.0,-0.736842105263158,2.1199020238496082,0.6816721981096953
0.0,-0.736842105263158,2.51188643150958,0.650069693942757
0.0,-0.4736842105263158,0.09999999999999999,0.6710001806255385
0.0,-0.4736842105263158,0.11849068510006666,0.676960576523048
0.0,-0.4736842105263158,0.1404004245548316,0.7033802881361781
0.0,-0.4736842105263158,0.16636142493842218,0.6969500368369008
0.0,-0.4736842105263158,0.1971227921517696,0.7016948198395913
0.0,-0.4736842105263158,0.23357214690901223,0.7446402886070532
0.0,-0.4736842105263158,0.2767612370754227,0.7716188097026339
0.0,-0.4736842105263158,0.32793628590208806,0.7805466179967243
0.0,-0.4736842105263158,0.3885739518570975,0.778565763857253
0.0,-0.4736842105263158,0.460423937675878,0.7970854301411557
0.0,-0.4736842105263158,0.5455594781168519,0.8311332162370723
0.0,-0.4736842105263158,0.646437163249006,0.8293553680798894
0.0,-0.4736842105263158,0.7659678234751834,0.8196896863002768
0.0,-0.4736842105263158,0.907600521681814,0.8206963135428326
0.0,-0.4736842105263158,1.0754220761125606,0.8067567161166416
0.0,-0.4736842105263158,1.2742749857031335,0.7948033091083125
0.0,-0.4736842105263158,1.5098971606184193,0.7510202167841977
0.0,-0.4736842105263158,1.789087489923219,0.7214245361357347
0.0,-0.4736842105263158,2.1199020238496082,0.6974854952568539
0.0,-0.4736842105263158,2.51188643150958,0.6445124159246365
0.0,-0.21052631578947367,0.09999999999999999,0.8407405320907579
0.0,-0.21052631578947367,0.11849068510006666,0.8301919906542582
0.0,-0.21052631578947367,0.1404004245548316,0.8465521740012697
0.0,-0.21052631578947367,0.16636142493842218,0.8544269758399012
0.0,-0.21052631578947367,0.1971227921517696,0.8618569828702439
0.0,-0.21052631578947367,0.23357214690901223,0.8582982781574918
0.0,-0.21052631578947367,0.2767612370754227,0.888826598925411
0.0,-0.21052631578947367,0.32793628590208806,0.8838533904444088
0.0,-0.21052631578947367,0.3885739518570975,0.884953364317685
0.0,-0.21052631578947367,0.460423937675878,0.8963500907768023
0.0,-0.21052631578947367,0.5455594781168519,0.8821657511183559
0.0,-0.21052631578947367,0.646437163249006,0.8861642841197458
0.0,-0.21052631578947367,0.7659678234751834,0.8681445027482316
0.0,-0.21052631578947367,0.907600521681814,0.825383229543938
0.0,-0.21052631578947367,1.0754220761125606,0.7978974925376822
0.0,-0.21052631578947367,1.2742749857031335,0.7749021098980488
0.0,-0.21052631578947367,1.5098971606184193,0.7354527232479121
0.0,-0.21052631578947367,1.789087489923219,0.6979427030991386
0.0,-0.21052631578947367,2.1199020238496082,0.6585945625624076
0.0,-0.21052631578947367,2.51188643150958,0.6329225926532764
0.0,0.05263157894736836,0.09999999999999999,0.7942718843583879
0.0,0.05263157894736836,0.11849068510006666,0.807683137335118
0.0,0.05263157894736836,0.1404004245548316,0.8085493021752009
0.0,0.05263157894736836,0.16636142493842218,0.8254480812479068
0.0,0.05263157894736836,0.1971227921517696,0.8205438174375189
0.0,0.05263157894736836,0.23357214690901223,0.8548697387506387
0.0,0.05263157894736836,0.2767612370754227,0.8713869751491002
0.0,0.05263157894736836,0.32793628590208806,0.8653311758358784
0.0,0.05263157894736836,0.3885739518570975,0.889181307046801
0.0,0.05263157894736836,0.460423937675878,0.8869835804501428
0.0,0.05263157894736836,0.5455594781168519,0.8862108470432433
0.0,0.05263157894736836,0.646437163249006,0.8772817738848865
0.0,0.05263157894736836,0.7659678234751834,0.8512643728083767
0.0,0.05263157894736836,0.907600521681814,0.8282255395514964
0.0,0.05263157894736836,1.0754220761125606,0.8077615009796579
0.0,0.05263157894736836,1.2742749857031335,0.7726912687289456
0.0,0.05263157894736836,1.5098971606184193,0.7260369704302542
0.0,0.05263157894736836,1.789087489923219,0.6970840058701306
0.0,0.05263157894736836,2.1199020238496082,0.6588567572259321
0.0,0.05263157894736836,2.51188643150958,0.6338172663506526
0.0,0.3157894736842104,0.09999999999999999,0.7887281468607467
0.0,0.3157894736842104,0.11849068510006666,0.7791322294612062
0.0,0.3157894736842104,0.1404004245548316,0.7649221399746394
0.0,0.3157894736842104,0.16636142493842218,0.8013652635771552
0.0,0.3157894736842104,0.1971227921517696,0.8004609954891678
0.0,0.3157894736842104,0.23357214690901223,0.8074592372843262
0.0,0.3157894736842104,0.2767612370754227,0.8307334920315484
0.0,0.3157894736842104,0.32793628590208806,0.846671783835443
0.0,0.3157894736842104,0.3885739518570975,0.8563480530048236
0.0,0.3157894736842104,0.460423937675878,0.8487988528607978
0.0,0.3157894736842104,0.5455594781168519,0.865608049378185
0.0,0.3157894736842104,0.646437163249006,0.8475149438037362
0.0,0.3157894736842104,0.7659678234751834,0.8386890374033461
0.0,0.3157894736842104,0.907600521681814,0.8155512267485873
0.0,0.3157894736842104,1.0754220761125606,0.785996539578007
0.0,0.3157894736842104,1.2742749857031335,0.7633023087926663
0.0,0.3157894736842104,1.5098971606184193,0.7202988742239008
0.0,0.3157894736842104,1.789087489923219,0.6918903787661195
0.0,0.3157894736842104,2.1199020238496082,0.6548194379332773
0.0,0.3157894736842104,2.51188643150958,0.6232912416477063
0.0,0.5789473684210527,0.09999999999999999,0.7429922982558376
