,noise_position_moving,noise_collision_direction,noise_collision_elasticity,epsilon,rmse,r
183,4.0,0.30000000000000004,0.1,0.2,0.08591841688656186,0.9746262353322956
184,4.0,0.4,0.1,0.15000000000000002,0.08562712164662309,0.9752499991839426
185,4.0,0.5,0.1,0.15000000000000002,0.0892330002840311,0.9750166435407225
186,4.0,0.6000000000000001,0.1,0.15000000000000002,0.08068808050997725,0.9785374797750294
187,4.0,0.7000000000000001,0.1,0.15000000000000002,0.09012173186759946,0.9736276876755176
188,4.0,0.8,0.1,0.15000000000000002,0.08897140667178656,0.9747462000617075
189,5.0,0.0,0.1,0.25,0.10112563137341146,0.9634027358866384
190,5.0,0.1,0.1,0.2,0.08874973069080538,0.9720435838073124
191,5.0,0.2,0.1,0.15000000000000002,0.08578775674112152,0.9757258365496981
192,5.0,0.30000000000000004,0.1,0.2,0.08723012934105251,0.9729231695673046
193,5.0,0.4,0.1,0.2,0.09030123252777206,0.971028483809661
194,5.0,0.5,0.1,0.2,0.08738704424580142,0.9726987401213917
195,5.0,0.6000000000000001,0.1,0.2,0.09493435866527952,0.969904899164423
196,5.0,0.7000000000000001,0.1,0.2,0.08701414830935332,0.9733689398901474
197,5.0,0.8,0.1,0.25,0.10255373016368194,0.9623302378622773
198,6.0,0.0,0.1,0.15000000000000002,0.0969364167198552,0.970347754155359
199,6.0,0.1,0.1,0.15000000000000002,0.0855377580932444,0.975647021457793
200,6.0,0.2,0.1,0.2,0.08860080159901959,0.9733038384733705
201,6.0,0.30000000000000004,0.1,0.2,0.08635819450461894,0.9734959765716316
202,6.0,0.4,0.1,0.15000000000000002,0.08817125242782149,0.975792849799119
203,6.0,0.5,0.1,0.15000000000000002,0.09108279325062003,0.9727014416359725
204,6.0,0.6000000000000001,0.1,0.15000000000000002,0.09386163072535667,0.9744555111679248
205,6.0,0.7000000000000001,0.1,0.15000000000000002,0.08736891424130747,0.9750307307234333
206,6.0,0.8,0.1,0.15000000000000002,0.08546279138821787,0.9755542778838738
